Date,Close,Open,High,Low,Volume,Change_pct,Ty_gia_ngoai_te,EMA20,EMA50,SMA20,SMA50,BB_Middle,BB_Upper,BB_Lower,BB_Width,RSI,MACD,Signal
2007-06-18,1043.99,1046.42,1046.62,1043.99,10580.0,-0.4,"16,116.0",1051.8593180536673,1042.9664300653142,1067.0115,1031.6,1067.0115,1117.357889312831,1016.665110687169,0.09436897224225049,29.429752066115682,-0.662886191551479,3.9392782056542734
2007-06-19,1049.58,1047.95,1049.87,1047.95,8660.0,0.54,"16,106.0",1051.6422401437942,1043.2257857490274,1064.1145,1031.5736,1064.1145,1111.209412665217,1017.0195873347828,0.08851474660897324,37.217705510388335,-0.6700245334909596,3.0174176578252268
2007-06-20,1045.28,1050.88,1050.88,1045.28,7220.0,-0.41,"16,115.0",1051.0363125110518,1043.3063431706341,1060.719,1031.4996,1060.719,1102.3967526921829,1019.0412473078172,0.07858396557841016,33.752244165170524,-1.0110015873356133,2.211733808793059
2007-06-21,1034.43,1043.96,1043.96,1034.43,5690.0,-1.04,"16,115.0",1049.4547589385706,1042.9582512815896,1058.1755,1031.5098,1058.1755,1099.7457694748014,1016.6052305251986,0.07856970696222199,31.82934055701348,-2.132154531660035,1.3429561407024402
2007-06-22,1033.69,1031.26,1037.45,1031.26,6790.0,-0.07,"16,115.0",1047.9533533253734,1042.5947904470174,1055.3799999999999,1031.3564,1055.3799999999999,1095.5484841111356,1015.2115158888641,0.07612136692212425,36.28993340411159,-3.0452839948015935,0.4653081136016334
2007-06-25,1044.39,1047.97,1047.97,1044.39,7440.0,1.04,"16,120.0",1047.6139863420044,1042.6651908216443,1052.6675,1031.4508,1052.6675,1087.5095743082607,1017.8254256917394,0.06619768218979048,52.57428975726571,-2.8724334716810063,-0.20224020345489452
2007-06-26,1055.7,1064.15,1064.15,1054.38,7490.0,1.08,"16,111.0",1048.3840828808611,1043.1763598090308,1050.764,1031.8712,1050.764,1079.832602993558,1021.6953970064417,0.05532850952936762,55.33572526909282,-1.8020527658550236,-0.5222027159349203
2007-06-27,1032.96,1057.08,1057.08,1032.96,9290.0,-2.15,"16,115.0",1046.9151226064932,1042.7757182478924,1048.518,1031.9787999999999,1048.518,1075.6414492449703,1021.3945507550299,0.05173673555431615,37.18264494126565,-2.7569162839017736,-0.969145429528291
2007-06-28,1024.04,1024.3,1024.62,1024.04,8670.0,-0.86,"16,125.0",1044.736539501113,1042.0409841989556,1045.646,1032.2,1045.646,1070.1073485878019,1021.1846514121981,0.04678705525158967,35.101055267394045,-4.185177828993801,-1.6123519094213932
2007-06-29,1024.68,1020.64,1024.68,1020.64,7830.0,0.06,"16,126.0",1042.8263928819595,1041.3601612891925,1043.0120000000002,1033.0336,1043.0120000000002,1064.2238870347753,1021.800112965225,0.04067429144588009,41.61711006781434,-5.205437696755325,-2.33096906688818
2007-07-02,994.17,1015.71,1015.71,994.17,7620.0,-2.98,"16,125.0",1038.1924507027252,1039.509566728832,1039.6154999999999,1033.6026,1039.6154999999999,1068.3710933048321,1010.8599066951676,0.05531967021429028,32.6565697912403,-8.379311522531452,-3.5406375580168348
2007-07-03,977.3,976.11,977.3,975.4,7180.0,-1.7,"16,116.0",1032.393169683418,1037.069975876721,1036.4975,1033.1262,1036.4975,1076.5408469734891,996.4541530265108,0.07726665423407038,27.515355367066434,-12.11622906098819,-5.255755858611106
2007-07-04,1013.56,996.14,1013.56,996.14,6860.0,3.71,"16,127.0",1030.5995344754733,1036.148016038418,1034.911,1033.4356,1034.911,1075.9884928256247,993.8335071743753,0.07938362395534435,41.35360586878069,-12.013401160223566,-6.6072849189335985
2007-07-05,1012.82,1013.95,1013.95,1012.58,8650.0,-0.07,"16,125.0",1028.906245477809,1035.2331918800487,1032.551,1034.3144,1032.551,1072.9727772988417,992.1292227011583,0.07829497487066835,39.24073736083226,-11.854964472613347,-7.656820829669549
2007-07-06,1010.53,1008.36,1010.53,1005.95,5980.0,-0.23,"16,123.0",1027.1561268608748,1034.2644392573018,1030.2095000000002,1035.9014,1030.2095000000002,1070.0008132413452,990.4181867586551,0.07724897361428922,39.70208051212605,-11.778411917105473,-8.481139047156734
2007-07-09,1010.27,1004.39,1010.27,1004.39,7120.0,-0.03,"16,125.0",1025.5479243026962,1033.3234808550546,1028.6855,1037.9962,1028.6855,1069.1067968749123,988.2642031250878,0.07858825049038269,37.49124928403235,-11.60494866800832,-9.105900971327053
2007-07-10,1023.04,1015.15,1023.04,1015.15,5510.0,1.26,"16,131.0",1025.309074369106,1032.9202070960328,1028.0104999999999,1039.9792,1028.0104999999999,1068.3302793827154,987.6907206172843,0.07844234933926361,43.28502415458938,-10.318104827057482,-9.348341742473139
2007-07-11,1029.85,1032.43,1032.71,1029.85,5730.0,0.67,"16,115.0",1025.7415434768102,1032.7998068177571,1027.563,1041.8666,1027.563,1067.576069496397,987.5499305036033,0.07787954509143835,48.58256994305517,-8.649060737115406,-9.208485541401592
2007-07-12,1017.68,1025.72,1025.72,1017.68,6320.0,-1.18,"16,120.0",1024.9737774313996,1032.2068732170608,1026.3075,1043.471,1026.3075,1065.8822228603165,986.7327771396834,0.07712059565055603,45.37256488814379,-8.213666527193595,-9.009521738559993
2007-07-13,1015.73,1010.71,1015.73,1010.71,6280.0,-0.19,"16,128.0",1024.0934176760284,1031.5607213261956,1024.6845,1044.8418,1024.6845,1063.1268310947344,986.2421689052658,0.07503252190256474,41.27496346809545,-7.934498225662878,-8.79451703598057
2007-07-16,995.83,1005.16,1005.16,995.83,6170.0,-1.96,"16,125.0",1021.4016636116447,1030.1595165683057,1022.2764999999999,1045.086,1022.2764999999999,1061.6492703261413,982.9037296738587,0.07702959096906029,32.67951165885553,-9.212819377162646,-8.878177504216985
2007-07-17,1000.33,995.86,1001.05,995.86,6380.0,0.45,"16,125.0",1019.3948385057738,1028.9897316048427,1019.8140000000001,1044.7839999999999,1019.8140000000001,1058.1433513476816,981.4846486523185,0.07516929822042362,39.44627724949867,-9.750389289281657,-9.052619861229921
2007-07-18,994.73,998.75,998.75,994.73,4920.0,-0.56,"16,115.0",1017.0458062671287,1027.6462127183784,1017.2864999999999,1044.2794000000001,1017.2864999999999,1055.2097905939195,979.3632094060805,0.07455773883545981,40.31202485621738,-10.507170396619586,-9.343529968307854
2007-07-19,984.43,990.84,990.84,984.43,6030.0,-1.04,"16,126.0",1013.9395390035926,1025.951459278442,1014.7864999999999,1043.5672,1014.7864999999999,1054.50123504881,975.07176495119,0.07827209969547298,37.49456285341449,-11.802002655683623,-9.835224505783009
2007-07-20,981.31,980.35,982.17,980.35,4970.0,-0.32,"16,132.0",1010.8319638603932,1024.2008138165422,1012.1674999999999,1042.4008000000001,1012.1674999999999,1053.5085370225813,970.8264629774185,0.08168813367862814,45.18496330687434,-12.930865506452392,-10.454352705916886
2007-07-23,979.23,981.11,981.64,979.23,5600.0,-0.21,"16,132.0",1007.8222530165463,1022.4372524904034,1008.9095,1040.6645999999998,1008.9095,1049.826449248284,967.9925507517158,0.08111123792229945,50.812631578947396,-13.833867848149339,-11.130255734363377
2007-07-24,982.43,982.17,983.53,982.17,7410.0,0.33,"16,125.0",1005.4039432054466,1020.8683406280346,1005.2459999999999,1039.2194,1005.2459999999999,1041.362253463056,969.1297465369437,0.07185555269666567,31.835686777920344,-14.128426744371723,-11.729889936365046
2007-07-25,972.56,975.08,975.08,970.55,5480.0,-1.0,"16,128.0",1002.2759486144516,1018.9738958975234,1002.226,1037.8508,1002.226,1038.6842636073134,965.7677363926866,0.07275457552949807,28.77030162412983,-14.985549221533233,-12.381021793398684
2007-07-26,956.13,965.92,965.92,956.13,7610.0,-1.69,"16,130.0",997.8810963654562,1016.5094293917382,998.8305,1035.7776,998.8305,1039.1767015299079,958.4842984700922,0.08078688331985823,25.03671071953005,-16.796963706813244,-13.264210176081598
2007-07-27,940.36,946.03,946.03,939.94,5220.0,-1.65,"16,135.0",992.4028967116033,1013.5231772587289,994.6145,1033.2536,994.6145,1040.7886223835596,948.4403776164403,0.09284827917461423,21.916927773760676,-19.282750398051803,-14.46791822047564
2007-07-30,925.44,928.69,928.69,925.44,3300.0,-1.59,"16,145.0",986.0254779771649,1010.0689350132885,991.1780000000001,1030.0542,991.1780000000001,1046.7628497344126,935.5931502655876,0.1121591676457962,11.459485073448036,-22.200757060440424,-16.0144859884686
2007-07-31,907.95,905.08,907.95,903.41,6580.0,-1.89,"16,135.0",978.5897181698158,1006.0642708951204,987.7104999999999,1026.0628,987.7104999999999,1054.469751194102,920.9512488058979,0.1351797944723723,5.6081573197377566,-25.62915821119566,-17.93742043301401
2007-08-01,923.14,905.34,924.18,905.34,6790.0,1.67,"16,140.0",973.3087926298333,1002.812338703155,983.1895000000001,1022.2617999999999,983.1895000000001,1054.6585255984874,911.7204744015128,0.14538199522775067,16.312713797035286,-26.811419418070045,-19.71222023002522
2007-08-02,911.18,926.67,926.67,911.18,6600.0,-1.3,"16,147.0",967.3917647603254,999.2189136559725,978.1075000000001,1018.7794,978.1075000000001,1054.95734645396,901.25765354604,0.1571398776800301,15.226501696268144,-28.38622327624148,-21.447020839268475
2007-08-03,892.88,895.22,895.22,892.88,5900.0,-2.01,"16,156.0",960.2954062117229,995.0487601792678,972.225,1014.845,972.225,1056.2969640358149,888.1530359641852,0.1729475461664015,15.39030457876683,-30.756383298726405,-23.308893331160064
2007-08-06,883.9,892.41,892.41,883.9,4230.0,-1.01,"16,160.0",953.0196532391778,990.6899852702769,965.9065,1010.5501999999999,965.9065,1056.6680344619735,875.1449655380266,0.18793026956951525,12.003132954767892,-32.97919946108664,-25.242954557145378
2007-08-07,896.91,890.75,898.26,890.75,4160.0,1.47,"16,160.0",947.6758767402085,987.0123387890895,959.6,1006.613,959.6,1051.1707468802554,868.0292531197447,0.1908519109634334,19.549246669156958,-33.3070560046898,-26.855774846654263
2007-08-08,910.05,901.53,910.05,901.53,4840.0,1.47,"16,170.0",944.0924599078078,983.9942078561842,953.6099999999999,1003.2564,953.6099999999999,1041.4282884681256,865.7917115318742,0.18418072056317727,27.248256454178346,-32.136150949054695,-27.91185006713435
2007-08-09,938.21,923.15,938.21,923.15,8630.0,3.09,"16,170.0",943.5322256308738,982.1987487245691,949.6365000000002,1000.391,949.6365000000002,1032.2881686302565,866.9848313697439,0.17407011762975885,38.56763925729444,-28.60616948439406,-28.050713950586292
2007-08-10,935.68,942.33,942.33,929.37,7600.0,-0.27,"16,174.0",942.7843946184096,980.3744840687036,945.6339999999998,997.5573999999999,945.6339999999998,1022.3490573019361,868.9189426980635,0.16225105548644897,38.47578724530296,-25.716341619097193,-27.58383948428847
2007-08-13,909.15,916.0,916.0,909.15,5330.0,-2.84,"16,192.0",939.5811189404658,977.5813670464015,941.3,994.4984,941.3,1015.8378361003563,866.7621638996436,0.15837211537311452,32.73977765215753,-25.275521022421913,-27.12217579191516
2007-08-14,923.15,912.82,923.15,912.82,5180.0,1.54,"16,202.0",938.0162504699452,975.4468036328173,937.441,992.1682,937.441,1006.9316533358976,867.9503466641024,0.14825605736445835,38.58416893858879,-23.525299517648705,-26.40280053706187
2007-08-15,915.34,918.17,918.17,914.44,3690.0,-0.85,"16,220.0",935.8566075680458,973.0896740785892,933.4715,989.5692000000001,933.4715,998.0817531458919,868.8612468541081,0.13843004986417234,40.18480196352087,-22.50896871456257,-25.624034172562013
2007-08-16,900.26,904.67,904.67,900.26,6140.0,-1.65,"16,233.0",932.4664544663271,970.2336084284484,929.2629999999999,986.3739999999999,929.2629999999999,990.7888754637122,867.7371245362876,0.13241864889425767,40.31868662481892,-22.659148641323554,-25.03105706631432
2007-08-17,887.93,886.92,889.51,886.92,4380.0,-1.37,"16,245.0",928.224887374296,967.0060159410583,924.594,982.9853999999999,924.594,983.6111141636715,865.5768858363286,0.12766060381891167,40.829299300767666,-23.502176804554097,-24.725281013962277
2007-08-20,890.02,875.87,890.02,875.87,7940.0,0.24,"16,245.0",924.5863266719821,963.9869564923894,920.1335000000001,979.9708,920.1335000000001,975.1104169838574,865.1565830161429,0.1194976967665175,45.259372851779375,-23.728114233813812,-24.525847657932587
2007-08-21,895.72,897.03,897.36,895.72,7380.0,0.64,"16,240.0",921.8371527032218,961.3098209436682,915.7980000000001,977.1543999999999,915.7980000000001,963.250858646045,868.3451413539552,0.10363171495470591,42.36721968600381,-23.18002402330444,-24.25668293100696
2007-08-22,892.07,898.62,898.62,892.07,6260.0,-0.41,"16,240.0",919.0021857791055,958.5945338478382,911.7735,974.2198000000001,911.7735,952.0699980977837,871.4770019022163,0.08839146585809673,44.422392154573615,-22.777616889448836,-23.960869722695335
2007-08-23,887.62,891.5,891.5,887.62,9030.0,-0.5,"16,235.0",916.0134061810955,955.8112187949818,908.348,971.1164,908.348,944.1671313773645,872.5288686226354,0.07886653876568134,48.32973453575512,-22.55775241831475,-23.68024626181922
2007-08-24,905.48,897.06,905.48,897.06,8010.0,2.01,"16,225.0",915.0102246400388,953.837445508904,906.6039999999999,968.2622,906.6039999999999,939.1031493977346,874.1048506022653,0.07169425548030815,56.48671395936035,-20.70369618117752,-23.08493624569088
2007-08-27,909.07,911.01,911.01,908.27,8890.0,0.4,"16,235.0",914.4444889600351,952.0818594105157,905.7855,965.5638,905.7855,937.0898205189831,874.4811794810169,0.06912082500544137,53.87458577619171,-18.72876669417633,-22.21370233538797
2007-08-28,902.58,904.75,904.75,901.5,5240.0,-0.71,"16,229.0",913.314537630508,950.140610021868,905.517,962.6238000000001,905.517,936.8352664707703,874.1987335292298,0.06917212260127696,47.51447394689562,-17.485744826079326,-21.268110833526244
2007-08-29,901.17,895.54,901.17,894.67,6640.0,-0.16,"16,230.0",912.157914999031,948.2201939425792,904.4185,959.7416000000001,904.4185,934.6566872715779,874.1803127284221,0.06686768851273583,35.006476683937834,-16.425078179267302,-20.299504302674457
2007-08-30,903.94,901.26,904.98,901.26,5350.0,0.31,"16,236.0",911.3752564276948,946.4837157487526,904.0564999999999,957.1317999999999,904.0564999999999,934.1267442711004,873.9862557288994,0.06652293141214179,37.17679379444093,-15.18592250806978,-19.276787943753522
2007-08-31,908.37,904.57,910.07,904.57,7850.0,0.49,"16,235.0",911.0890415298192,944.9890602291937,904.8310000000001,954.6253999999999,904.8310000000001,934.4842173810865,875.1777826189137,0.06554421186074834,49.616368286445024,-13.688624788378661,-18.15915531267855
2007-09-04,929.85,919.87,929.85,919.87,8270.0,2.36,"16,225.0",912.8757994793601,944.3953715927548,907.1285,952.3345999999999,907.1285,937.072347993017,877.184652006983,0.06601897745031055,53.06945207989739,-10.646028286758678,-16.656529907494576
2007-09-05,925.57,938.76,938.76,925.57,8950.0,-0.46,"16,233.0",914.0847709575163,943.6571217263722,908.5615,949.732,908.5615,939.1817996134653,877.9412003865348,0.06740391181767057,54.84329135498532,-8.48232985059758,-15.021689896115177
2007-09-06,928.36,926.11,928.36,925.99,7340.0,0.3,"16,235.0",915.44431658061,943.0572345998478,909.4770000000001,947.64,909.4770000000001,941.3537865381272,877.600213461873,0.07009915927093732,65.05572224603512,-6.467895692914681,-13.310931055475079
2007-09-07,934.13,929.53,934.13,929.53,6760.0,0.62,"16,235.0",917.2239054776948,942.7071469684812,909.2729999999999,945.8418,909.2729999999999,940.419404776854,878.1265952231458,0.06850836828291189,76.62517289073301,-4.355642199654085,-11.519873284310881
2007-09-10,927.14,933.02,933.02,927.14,7750.0,-0.75,"16,225.0",918.1682954322,942.0966706167761,908.8460000000001,943.8910000000001,908.8460000000001,938.6743562720453,879.0176437279549,0.0656400672326119,70.24874536329911,-3.2087126285849763,-9.857641153165702
2007-09-11,920.48,925.28,925.28,920.48,13480.0,-0.72,"16,225.0",918.3884577719905,941.2489580435692,909.4125,942.4172,909.4125,939.692111257281,879.132888742719,0.06659158799176605,63.3664435327143,-2.804836609900235,-8.447080244512609
2007-09-12,921.19,922.66,923.83,921.19,7110.0,0.08,"16,232.0",918.6552713175151,940.4623322379391,909.3145000000001,941.295,909.3145000000001,939.4190864489198,879.2099135510804,0.06621380490230759,66.23550401427295,-2.3998074031255783,-7.237625676235203
2007-09-13,921.31,920.55,921.31,920.55,9380.0,0.01,"16,237.0",918.9081026206089,939.711260385471,909.6129999999999,939.45,909.6129999999999,940.0852908471122,879.1407091528877,0.06700056144121133,69.73637961335673,-2.045555945930346,-6.199211730174232
2007-09-14,930.46,924.14,930.46,924.14,5460.0,0.99,"16,225.0",920.008283323408,939.3484658605505,911.1229999999999,937.8027999999999,911.1229999999999,942.6196304630134,879.6263695369864,0.0691380427516669,66.29697286012525,-1.0147827991713712,-5.16232594397366
2007-09-17,934.74,932.38,934.74,932.38,11290.0,0.46,"16,217.0",921.4113039592739,939.1677417091564,913.4635000000001,936.2870000000001,913.4635000000001,944.6588702873637,882.2681297126364,0.06830129564534024,66.59769817664551,0.14579197733985438,-4.100702359710957
2007-09-18,935.17,933.78,935.17,933.78,7650.0,0.05,"16,226.0",922.7216559631526,939.0109675244836,915.7209999999999,934.785,915.7209999999999,946.3017513590086,885.1402486409912,0.0667905428815298,72.86375754174261,1.0877147569159433,-3.063018936385577
2007-09-19,946.22,942.52,946.22,942.52,9230.0,1.18,"16,226.0",924.9595934904713,939.2936746803863,918.2459999999999,933.2486,918.2459999999999,950.1826236886253,886.3093763113744,0.06956006056900972,77.83957483623784,2.694774316334019,-1.9114602858416583
2007-09-20,963.61,960.56,963.61,960.56,11030.0,1.84,"16,170.0",928.6405845866169,940.2472560654692,921.823,931.9238,921.823,957.2499110318757,886.3960889681242,0.07686271883404029,81.23102690254373,5.310393352159281,-0.4670895582414707
2007-09-21,958.67,965.2,965.2,958.67,11380.0,-0.51,"16,165.0",931.500528911701,940.9697166119214,925.3754999999999,930.7436,925.3754999999999,960.6100963208321,890.1409036791676,0.0761519973693538,76.18700541441065,6.905076148294029,1.0073435830656292
2007-09-24,975.82,967.89,975.82,967.89,12060.0,1.79,"16,125.0",935.7214309201105,942.336394391846,928.8924999999999,929.9454000000001,928.8924999999999,969.4113600010751,888.3736399989248,0.0872412254401347,75.06269763384583,9.443872343005864,2.6946493350536764
2007-09-25,1009.88,1005.79,1009.88,1005.5,15510.0,3.49,"16,100.0",942.7841517848619,944.9851632392247,933.933,930.2264,933.933,987.1581551528961,880.7078448471038,0.11398067131774153,84.69832908058274,14.042372240936857,4.964193916230313
2007-09-26,1015.91,1029.73,1029.73,1015.39,16590.0,0.6,"16,092.0",949.7485182815418,947.7665293867061,939.5994999999999,930.538,939.5994999999999,1002.09394589214,877.1050541078598,0.13302358269058276,85.09580694299684,17.966184158222518,7.564591964628754
2007-09-27,1014.09,1012.26,1014.09,1009.83,13030.0,-0.18,"16,078.0",955.8762784452045,950.3674498029137,945.2455,930.9251999999999,945.2455,1013.2793177441138,877.2116822558862,0.14394951945100776,83.1015068719987,20.690467749734466,10.189767121649897
2007-09-28,1046.86,1030.77,1046.86,1030.77,15060.0,3.23,"16,075.0",964.5413947837565,954.15147137927,952.3915000000001,932.1737999999999,952.3915000000001,1031.3103892804525,873.4726107195476,0.16572783205321015,90.84334061135372,25.20322021887057,13.192457741094032
2007-10-01,1084.39,1072.72,1084.39,1072.72,21250.0,3.59,"16,080.0",975.9555476614939,959.2588646585143,961.1924999999999,934.2353999999999,961.1924999999999,1056.911900414893,865.4730995851069,0.19916801351423993,96.19004677901145,31.44548246427496,16.843062685730217
2007-10-02,1099.48,1096.97,1099.48,1092.3,17810.0,1.39,"16,072.0",987.7197812175422,964.7577327111217,969.674,936.6404000000001,969.674,1082.2728040321513,857.0751959678488,0.23224053451397322,96.47567905740055,37.1815513748993,20.910760423564035
2007-10-03,1106.6,1099.34,1106.6,1099.23,14940.0,0.65,"16,075.0",999.0417068158715,970.3201745655875,978.7255000000001,939.1238000000001,978.7255000000001,1104.706120309956,852.7448796900442,0.2574381076409186,96.59976862330869,41.8198782835093,25.092583995553085
2007-10-04,1087.76,1107.8,1107.8,1087.76,16980.0,-1.7,"16,065.0",1007.4910680715028,974.9256579159567,986.6955,941.4277999999999,986.6955,1119.2566873775443,854.1343126224558,0.2686972574163847,87.72182254196646,43.47440929984475,28.768949056411422
2007-10-05,1081.63,1086.92,1086.92,1081.63,16630.0,-0.56,"16,068.0",1014.5519187313596,979.1101419192524,994.0705,943.9378,994.0705,1130.668904779917,857.472095220083,0.27482639265508235,84.91561682909445,43.78625657133432,31.772410559396008
2007-10-08,1084.87,1084.58,1088.11,1084.58,14130.0,0.3,"16,070.0",1021.2488788521824,983.2575873341837,1001.957,946.828,1001.957,1140.4844129207763,863.4295870792236,0.27651368855305447,85.11446800525434,43.790054216275394,34.175939290771886
2007-10-09,1097.36,1093.07,1097.36,1093.07,14880.0,1.15,"16,070.0",1028.4975570567365,987.732191752451,1010.801,950.2664,1010.801,1150.0097896347638,871.5922103652363,0.27544252456173624,85.21435228331787,44.2903508985936,36.19882161233623
2007-10-10,1104.67,1110.78,1110.78,1104.67,14300.0,0.67,"16,070.0",1035.7520754322854,992.3179881543157,1019.975,954.2008000000001,1019.975,1158.5000698192136,881.4499301807865,0.2716244414210418,84.48562487776265,44.760721793303446,37.911201648529676
2007-10-11,1099.31,1107.05,1107.05,1099.31,12790.0,-0.49,"16,070.0",1041.805211105401,996.5137533247347,1028.875,957.7242,1028.875,1163.527563522403,894.222436477597,0.261747177300261,84.31248170196159,44.19157395533193,39.16727610989013
2007-10-12,1104.61,1097.58,1104.61,1097.58,16230.0,0.48,"16,055.0",1047.7866195715533,1000.752821821804,1037.5825,961.5928,1037.5825,1167.8919317182517,907.2730682817482,0.2511789312526989,83.34973328499667,43.66484474945287,40.06678983780268
2007-10-15,1105.21,1104.42,1105.21,1103.94,13100.0,0.05,"16,050.0",1053.255512945691,1004.8491817503608,1046.106,965.8394000000001,1046.106,1170.2464136070246,921.9655863929753,0.23733811603608934,79.85967549959287,42.80242335169078,40.6139165405803
2007-10-16,1103.88,1106.67,1106.67,1103.79,15470.0,-0.12,"16,050.0",1058.076892665149,1008.7327432503466,1054.5415,970.239,1054.5415,1169.5329291130886,939.5500708869114,0.21808801097555403,78.39024075388895,41.53286330100309,40.797705892664865
2007-10-17,1101.29,1106.21,1106.72,1101.29,13670.0,-0.23,"16,075.0",1062.1924266970395,1012.3624395934703,1062.295,974.3266,1062.295,1166.9839390427255,957.6060609572745,0.1970995609368876,78.00256904303146,39.85827507552426,40.60981972923675
2007-10-18,1088.68,1094.93,1094.93,1088.68,15480.0,-1.15,"16,075.0",1064.715052725893,1015.3552850996087,1068.5485,977.8992,1068.5485,1162.8428209262581,974.2541790737422,0.17649048391581282,65.4271801682161,37.08612447065593,39.90508067752059
2007-10-19,1097.07,1078.21,1097.07,1078.21,12490.0,0.77,"16,075.0",1067.796476275808,1018.5597837231535,1075.4685000000002,981.0764000000001,1075.4685000000002,1154.9625623469315,995.974437653069,0.14783150291604305,55.958646616541294,35.16086545577991,38.95623763317245
2007-10-22,1085.74,1091.76,1091.76,1085.74,10910.0,-1.03,"16,075.0",1069.5053832971594,1021.1943020085201,1080.9645,984.0776000000001,1080.9645,1145.1816695273312,1016.747330472669,0.11881457629243351,43.30670303975056,32.34796035346085,37.63458217723013
2007-10-23,1075.29,1079.06,1079.06,1075.29,13140.0,-0.96,"16,065.0",1070.0562991736203,1023.3157019297546,1084.2350000000001,987.4004000000001,1084.2350000000001,1139.205869797671,1029.2641302023292,0.10140028646496553,35.226951023874676,28.94186136613439,35.89603801501098
2007-10-24,1096.2,1079.6,1096.2,1079.6,12780.0,1.94,"16,070.0",1072.5461754427995,1026.173909697215,1088.2495000000001,990.8614,1088.2495000000001,1132.9851325538903,1043.51386744611,0.08221576495810956,53.90596075527585,27.61147769952663,34.23912595191411
2007-10-25,1095.53,1103.09,1103.09,1095.53,16930.0,-0.06,"16,074.0",1074.7351111149137,1028.8937563757556,1092.3215,994.4651999999999,1092.3215,1120.3358401435921,1064.307159856408,0.05129321384517673,56.775199844024094,26.201046306036005,32.631510022738496
2007-10-26,1092.48,1095.28,1095.28,1092.48,12470.0,-0.28,"16,076.0",1076.425100532541,1031.3873345570985,1094.6025,998.3096,1094.6025,1112.7076512006017,1076.4973487993982,0.03308077809177627,53.71618322101773,24.55411519938616,31.01603105806803
2007-10-29,1064.2,1074.87,1074.87,1064.2,17290.0,-2.59,"16,065.0",1075.2608052437276,1032.6741057509378,1093.593,1001.835,1093.593,1115.8672164844616,1071.3187835155386,0.040735843196621546,35.97055339312922,20.728011167687328,28.958427079991893
2007-10-30,1069.78,1068.31,1071.15,1068.31,12160.0,0.52,"16,074.0",1074.738823791944,1034.1292388587442,1092.108,1005.4301999999999,1092.108,1116.5812555207951,1067.6347444792048,0.04481837972214322,35.019321597252,17.93926286743681,26.75459423748088
2007-10-31,1065.09,1065.68,1068.8,1065.09,12790.0,-0.44,"16,064.0",1073.8198881927112,1035.34338635448,1090.0324999999998,1008.8176000000001,1090.0324999999998,1116.3054253274129,1063.7595746725867,0.04820576510776162,35.22197270685781,15.175779009776988,24.438831191940103
2007-11-01,1075.92,1074.46,1075.92,1074.46,14460.0,1.02,"16,065.0",1074.0198988410245,1036.9346261052847,1089.4405000000002,1012.4945999999999,1089.4405000000002,1116.4522147879609,1062.4287852120394,0.049588233204035874,38.17492374907272,13.70164460266733,22.29139387408555
2007-11-02,1066.63,1074.68,1074.68,1066.63,11290.0,-0.86,"16,060.0",1073.316098951403,1038.099150571744,1088.6905,1016.0748,1088.6905,1117.3952419335264,1059.9857580664734,0.05273260294551394,35.1615384615385,11.649469273989553,20.16300895406635
2007-11-05,1047.15,1045.31,1047.65,1045.31,14740.0,-1.83,"16,070.0",1070.82408952746,1038.4540858434405,1086.8045,1018.9082,1086.8045,1120.9980589348088,1052.6109410651911,0.06292494912343266,30.853864326695913,8.354922001960176,17.801391563645115
2007-11-06,1031.71,1036.57,1036.57,1031.71,13190.0,-1.47,"16,062.0",1067.0989381438924,1038.1896118887958,1083.522,1021.3609999999999,1083.522,1125.228207338033,1041.815792661967,0.07698266825783506,28.391304347826107,4.446830298780924,15.130479310672278
2007-11-07,1031.2,1026.05,1031.2,1026.05,14920.0,-0.05,"16,063.0",1063.6799916539978,1037.9155094617843,1079.8485,1023.9334,1079.8485,1126.3755684202881,1033.321431579712,0.08617332601802578,30.69845533915381,1.2935752002922527,12.363098488596275
2007-11-08,1026.47,1031.95,1031.95,1026.47,13620.0,-0.46,"16,063.0",1060.1361829250457,1037.4666659534792,1076.2065,1026.4394,1076.2065,1127.4805407387687,1024.9324592612313,0.09528662155221826,25.695400716056255,-1.5689873435412665,9.576681322168767
2007-11-09,1018.29,1012.43,1018.29,1011.09,12990.0,-0.8,"16,062.0",1056.1508321702793,1036.7146398376565,1071.8905,1028.7264000000002,1071.8905,1127.4505850573112,1016.3304149426888,0.10366746427421682,26.265043282426674,-4.446391190207805,6.772066819693453
2007-11-12,1006.12,1012.5,1012.5,1006.12,13950.0,-1.2,"16,054.0",1051.385991011205,1035.5148500401012,1066.9360000000001,1030.6814,1066.9360000000001,1127.4383056193722,1006.4336943806281,0.11341318620680528,25.9509074473264,-7.620922509502634,3.8934689538542364
2007-11-13,973.59,999.38,999.38,973.59,13570.0,-3.23,"16,055.0",1043.9768490101378,1033.0864245483326,1060.4215,1031.5562,1060.4215,1131.3363563679075,989.5066436320924,0.1337484318601755,10.557807373094036,-12.616228557275008,0.5915294516283875
2007-11-14,993.75,986.91,1007.94,986.91,20070.0,2.07,"16,055.0",1039.1933395806009,1031.5438196640844,1055.0445,1032.9198000000001,1055.0445,1129.1482211864625,980.9407788135375,0.14047506277974534,20.906700205808377,-14.777950064136121,-2.4823664515245145
