Date,Close,Open,High,Low,Volume,Change_pct,Ty_gia_ngoai_te,EMA20,EMA50,SMA20,SMA50,BB_Middle,BB_Upper,BB_Lower,BB_Width,RSI,MACD,Signal
2015-11-20,604.46,602.11,606.58,601.9,140720.0,0.43,"22,465.0",603.3683700045689,595.0503607948979,605.937,588.9277999999999,605.937,616.1165152400862,595.7574847599138,0.03359925285990516,51.84943429068761,3.9306448269023804,5.633843354549395
2015-11-23,599.99,605.89,607.69,599.99,153190.0,-0.74,"22,485.0",603.0466204803242,595.2440721362744,606.0060000000001,589.6842,606.0060000000001,615.9932938222307,596.0187061777694,0.032961039403011316,35.872709739633535,3.218681748029553,5.150811033245427
2015-11-24,593.83,599.81,599.94,590.41,169700.0,-1.03,"22,468.0",602.1688471012458,595.1886183270087,605.7755,590.2954,605.7755,616.6696480668335,594.8813519331665,0.03596760868286522,31.97936814958092,2.13279977172715,4.547208780941772
2015-11-25,595.7,593.24,596.92,588.1,143860.0,0.31,"22,468.0",601.5527664249366,595.2086725102633,605.7485,590.9268,605.7485,616.7443562050003,594.7526437949998,0.03630502165502753,27.772706526700276,1.4069059182512547,3.919148208403669
2015-11-26,590.4,593.12,594.67,590.39,157760.0,-0.89,"22,480.0",600.4905981939903,595.020097117704,605.0085,591.4852000000001,605.0085,617.9751832587858,592.0418167412142,0.042864466396044985,26.28509719222467,0.39936052400935296,3.2151906715248058
2015-11-27,582.86,589.09,591.84,582.86,142240.0,-1.28,"22,475.0",598.8114936040865,594.5432305640686,603.783,591.8174,603.783,620.0283751798374,587.5376248201626,0.05381196615286427,23.341004986574703,-0.9960594916959735,2.37294063888065
2015-11-30,573.2,581.39,581.65,571.12,132940.0,-1.66,"22,468.0",596.3723037370307,593.7062411301836,602.3050000000001,591.8389999999999,602.3050000000001,623.5512588656525,581.0587411343477,0.07054983394012139,21.574188973586345,-2.848584467058231,1.328635617692874
2015-12-01,570.41,573.39,577.58,570.41,116020.0,-0.49,"22,488.0",593.899703381123,592.792663046647,600.24,591.7832,600.24,625.3197431363704,575.1602568636296,0.0835657175009011,21.17995127044908,-4.490094525053678,0.16488958914356355
2015-12-02,574.42,571.01,577.03,571.01,104140.0,0.7,"22,495.0",592.0444935353019,592.0721664565824,598.431,591.8172,598.431,625.5044376717341,571.357562328266,0.09048140110299781,23.779872096937027,-5.405122695562341,-0.9491128677976174
2015-12-03,574.38,574.04,576.84,573.2,128300.00000000001,-0.01,"22,480.0",590.3621608176541,591.3783560073047,596.391,591.8998,596.391,624.2866777636176,568.4953222363823,0.0935482854825698,15.696485028826544,-6.063619151709304,-1.9720141245799547
2015-12-04,571.62,574.0,574.69,567.95,87330.0,-0.48,"22,470.0",588.5771931207346,590.6035185168221,594.354,591.9245999999999,594.354,623.2709703588343,565.4370296411657,0.09730554638762187,15.494767762070921,-6.730605045822131,-2.92373230882839
2015-12-07,563.62,570.12,571.2,563.41,78320.0,-1.4,"22,475.0",586.2003175854265,589.545341320084,592.0020000000001,591.8994,592.0020000000001,622.9177194558133,561.0862805441868,0.10444464530799978,14.47436117304072,-7.814646928152001,-3.9019152326931126
2015-12-08,574.15,561.0,574.15,556.92,112950.0,1.87,"22,460.0",585.0526682915764,588.9416024447867,590.446,592.1586,590.446,621.6809146072658,559.2110853927343,0.10580108801572286,28.25860271115745,-7.734911685781867,-4.668514523310864
2015-12-09,565.2,575.08,576.63,565.2,107440.0,-1.56,"22,470.0",583.161937978093,588.0105592116578,588.5295,592.2098000000001,588.5295,621.0609568249681,555.9980431750319,0.11055166079174666,25.41532690246521,-8.298254026537052,-5.394462423956102
2015-12-10,561.04,564.86,567.62,561.04,113100.0,-0.74,"22,470.0",581.0550867420842,586.9528902229654,586.3025,592.1597999999999,586.3025,619.996688082267,552.608311917733,0.11493789667370354,21.524134312696702,-8.976903962723668,-6.1109507317096154
2015-12-11,563.43,560.99,567.13,559.73,99450.0,0.43,"22,490.0",579.3765070523618,586.0304239397119,583.9105000000001,592.1822,583.9105000000001,616.9272705232712,550.8937294767289,0.11308846312327361,25.350593311758317,-9.215653582668097,-6.731891301901312
2015-12-14,562.22,564.14,566.28,560.99,116300.0,-0.21,"22,500.0",577.742553999756,585.0966818244291,581.5609999999999,592.0266,581.5609999999999,613.6727095546653,549.4492904453346,0.11043281635001444,27.16370466695561,-9.394210651483036,-7.264355171817657
2015-12-15,568.0,563.3,568.74,563.3,119810.0,1.03,"22,530.0",576.8146917140649,584.4262237136671,579.7085,591.7608,579.7085,610.3560772374129,549.060922762587,0.1057344414905525,31.05853391684896,-8.965966638144323,-7.604677465082991
2015-12-16,572.55,570.36,575.54,570.36,114460.0,0.8,"22,517.0",576.4085305984397,583.9604894503861,578.1690000000001,591.6204,578.1690000000001,606.8485235223768,549.4894764776234,0.09920809840159783,37.667541799087964,-8.165308603327617,-7.716803692731917
2015-12-17,577.11,572.55,579.18,572.55,90780.0,0.8,"22,499.0",576.4753372081121,583.6918428052729,576.9295,591.427,576.9295,603.3439318407676,550.5150681592323,0.0915690109130063,45.85675169332756,-7.081199788547224,-7.589682911894979
2015-12-18,568.18,574.66,578.0,568.18,211300.0,-1.55,"22,496.0",575.6853050930538,583.0835352442818,575.1155,591.0302,575.1155,598.362430278325,551.868569721675,0.08084264909683343,46.344305272356465,-6.863494024391116,-7.444445134394207
2015-12-21,566.9,570.45,571.28,565.35,125680.0,-0.23,"22,545.0",574.8486093699058,582.4488868033296,573.461,590.5261999999999,573.461,593.7795172479385,553.1424827520615,0.07086276921338515,47.386448250186156,-6.716818636241555,-7.2989198347636774
2015-12-22,566.35,567.88,570.86,565.48,84510.0,-0.1,"22,546.0",574.0392180013433,581.8175579090814,572.087,590.0364,572.087,590.2030749785504,553.9709250214496,0.0633332866453892,43.66462552991054,-6.569231723745588,-7.15298221256006
2015-12-23,564.27,564.93,568.16,562.3,90230.0,-0.37,"22,517.0",573.1088162869297,581.1294183832351,570.5155,589.5222,570.5155,585.1194093178951,555.9115906821048,0.05119548660078529,42.309447740757626,-6.544663838186125,-7.031318537685274
2015-12-24,566.17,566.65,567.8,565.62,71910.0,0.34,"22,517.0",572.4479766405555,580.5427745250691,569.304,588.9976,569.304,580.6101481177296,557.9978518822703,0.039719194376746564,45.79929088947121,-6.299265479549035,-6.884907926058026
2015-12-25,567.67,566.6,570.49,566.6,109170.0,0.26,"22,540.0",571.9929312462168,580.0379598378115,568.5445000000001,588.4906000000001,568.5445000000001,577.886602715919,559.2023972840811,0.032863224306695214,53.46924790131914,-5.915557187402669,-6.691037778326955
2015-12-28,569.9,570.57,572.92,569.4,134300.0,0.39,"22,517.0",571.7936044608628,579.6403927853484,568.3795,587.9964,568.3795,577.4890657645102,559.2699342354898,0.03205451908279659,45.75594168164569,-5.369625537573938,-6.426755330176352
2015-12-29,576.29,569.4,576.29,566.49,114620.0,1.12,"22,470.0",572.2218326074473,579.5090048329818,568.6735,587.7132,568.6735,578.416505642216,558.930494357784,0.03426572767050324,61.671227110082,-4.370965406938012,-6.015597345528684
2015-12-30,579.45,576.5,579.45,575.71,90050.0,0.55,"22,406.0",572.9102295019761,579.5066909179629,568.925,587.4974,568.925,579.5154117507071,558.3345882492928,0.037229553107025276,69.79144270049461,-3.286648034993277,-5.4698074834216035
2015-12-31,579.03,579.12,580.82,575.73,134370.0,-0.07,"22,480.0",573.4930647875021,579.4879971564743,569.1575,587.1764,569.1575,580.4340968642579,557.8809031357422,0.03962557592321225,67.5123484508307,-2.433161227515143,-4.862478232240312
2016-01-04,574.41,579.03,579.97,573.15,108480.0,-0.8,"22,424.0",573.5803919505972,579.2888600130832,569.297,586.6297999999999,569.297,580.7691944854798,557.8248055145202,0.040303021043426555,62.711157455682894,-2.105293657809966,-4.311041317354243
2016-01-05,569.94,571.66,575.4,569.26,104100.0,-0.78,"22,458.0",573.2336879553022,578.9222380517858,569.6129999999999,586.0563999999999,569.6129999999999,580.770640006883,558.4553599931169,0.03917621264571936,52.079759862778786,-2.1810066028237998,-3.8850343744481544
2016-01-06,574.57,569.5,574.57,569.5,95940.0,0.81,"22,465.0",573.3609557690829,578.751562049755,569.634,585.5790000000001,569.634,580.8291124672679,558.4388875327321,0.03930633518107383,52.16181506849324,-1.8461263562923023,-3.4772527708169845
2016-01-07,565.36,570.62,570.94,561.09,147860.0,-1.6,"22,428.0",572.5989599815513,578.2264027536861,569.642,584.9614,569.642,580.8239922900989,558.4600077099012,0.03925971852531531,38.56336383102981,-2.2974181704765897,-3.241285850748906
2016-01-08,560.05,562.62,563.17,556.36,143160.0,-0.94,"22,426.0",571.4038209356892,577.5136026456985,569.5925,584.0584,569.5925,580.942330279141,558.242669720859,0.039852456902578506,41.48691099476443,-3.048402718108491,-3.2027092242208233
2016-01-11,557.87,559.05,563.04,557.51,106070.0,-0.39,"22,418.0",570.1148856084807,576.7432652870436,569.3145,583.0684,569.3145,581.5385788694858,557.0904211305141,0.04294314959301363,40.7194244604317,-3.7759444267305753,-3.3173562647227737
2016-01-12,564.26,557.36,564.26,557.36,118610.0,1.15,"22,428.0",569.557277455292,576.2537254718654,569.4165,582.2984,569.4165,581.4234405804372,557.4095594195629,0.042172787688579856,48.082216920535856,-3.7931814414432665,-3.4125213000668726
2016-01-13,560.37,565.21,566.02,560.37,134300.0,-0.69,"22,393.0",568.682298650026,575.6308342768904,569.0350000000001,581.2716,569.0350000000001,581.6983603255111,556.3716396744891,0.044508194840426354,46.53641207815278,-4.073772476429667,-3.544771535339432
2016-01-14,553.03,555.88,556.62,550.6,149700.0,-1.31,"22,436.0",567.1916035404997,574.7445270503456,568.059,580.1202,568.059,582.4700088034714,553.6479911965286,0.05073771845344029,39.35860058309041,-4.832711065362901,-3.8023594413441257
2016-01-15,543.04,554.35,556.55,543.04,130430.0,-1.81,"22,415.0",564.8914508223569,573.5012122640575,566.3555,578.6774,566.3555,583.962066328834,548.748933671166,0.06217496370683782,32.464758650149534,-6.169170517485895,-4.27572165657248
2016-01-18,526.37,532.54,532.54,518.16,164100.0,-3.07,"22,365.0",561.2227412202276,571.6529294301729,564.265,576.9576000000001,564.265,589.3147009121143,539.2152990878857,0.08878700933821627,24.29431912129448,-8.475750766100873,-5.115727478478158
2016-01-19,535.77,525.65,535.77,525.65,126000.0,1.79,"22,392.0",558.7986706278249,570.2457557270288,562.7085,575.4598000000001,562.7085,590.7578311862673,534.6591688137327,0.0996940020855107,26.893248175182507,-9.436453231356381,-5.979872629053803
2016-01-20,529.44,532.81,536.57,529.42,128320.0,-1.18,"22,396.0",556.0026067585083,568.6455300122434,560.863,573.9432,560.863,592.5275204738525,529.1984795261476,0.11291356525159427,22.47660979636761,-10.586559684404392,-6.901210040123921
2016-01-21,521.88,529.44,531.21,520.74,152780.0,-1.43,"22,336.0",552.7528346862694,566.8115876588222,558.7434999999999,572.3102,558.7434999999999,594.8158537672925,522.6711462327073,0.12911954686646956,20.838861108276333,-11.970072607055727,-7.914982553510283
2016-01-22,522.24,521.88,525.83,513.82,169040.0,0.07,"22,392.0",549.8468504304342,565.0636822604371,556.5469999999999,570.6434,556.5469999999999,595.9147137819556,517.1792862180442,0.1414712999331797,22.170062946761973,-12.888892445519787,-8.909764531912185
2016-01-25,542.35,522.24,542.36,522.24,164270.0,3.85,"22,314.0",549.1328646751547,564.1729496227729,555.281,569.265,555.281,594.770928842642,515.7910711573579,0.14223403589405015,37.38685197037578,-11.857667048925805,-9.49934503531491
2016-01-26,537.73,534.06,542.98,531.27,142010.0,-0.85,"22,303.0",548.0468775632352,563.1359712061936,553.6724999999999,567.8354,553.6724999999999,593.2757581726765,514.0692418273233,0.14305661983456522,33.15654718361374,-11.283143823116689,-9.856104792875266
2016-01-27,542.69,541.18,543.88,540.03,124970.0,0.92,"22,268.0",547.536698747689,562.3341684137939,551.9925000000001,566.5882,551.9925000000001,590.3882283122554,513.5967716877448,0.1391168478276618,39.2160593663781,-10.308766437390204,-9.946637121778254
2016-01-28,539.47,542.01,544.73,538.59,113210.0,-0.59,"22,171.0",546.7684417240996,561.4375343583511,549.9935,565.3108,549.9935,586.4859807106616,513.5010192893385,0.1327014981473837,40.01164822364593,-9.684752628773936,-9.89426022317739
2016-01-29,545.25,539.96,545.71,537.51,122860.0,1.07,"22,198.0",546.6238282265663,560.8027290893962,548.3045,564.1777999999999,548.3045,582.1708269961105,514.4381730038895,0.12353109265421132,44.08178578127931,-8.624402748760872,-9.640288728294088
2016-02-01,540.56,545.27,548.58,540.56,107300.0,-0.86,"22,236.0",546.0463207764171,560.0088965760866,546.612,562.8998,546.612,578.2982830026382,514.9257169973617,0.11593701932134026,38.70568051849027,-8.06949155788152,-9.326129294211576
2016-02-02,536.45,537.71,542.26,535.38,93180.0,-0.76,"22,263.0",545.1323854643774,559.0850182789851,544.9375,561.629,544.9375,574.9272848397385,514.9477151602615,0.11006687864108633,38.62469088833937,-7.870635307957514,-9.035030496960763
2016-02-03,539.07,531.11,539.07,530.23,87350.0,0.49,"22,219.0",544.555015420151,558.3001156013778,543.1625,560.5338,543.1625,569.7803380038082,516.5446619961918,0.09801058800564535,43.049193387771396,-7.416139553082985,-8.711252308185207
2016-02-04,542.15,542.91,545.17,541.66,67890.0,0.57,"22,288.0",544.3259663325175,557.6667777346571,542.0020000000001,559.4628,542.0020000000001,566.4830565646848,517.5209434353153,0.09033566874175653,49.52411506790718,-6.729840718886862,-8.314969990325539
2016-02-05,544.75,540.64,545.54,540.64,61850.0,0.48,"22,236.0",544.3663504913254,557.1602374313372,541.237,558.5498,541.237,564.2559707574823,518.2180292425177,0.08506059547844029,61.56847935548842,-5.908041453133478,-7.833584282887127
2016-02-15,543.79,540.13,544.59,537.81,68700.0,-0.18,"22,330.0",544.311459968342,556.6359143948142,540.533,557.7683999999999,540.533,562.2335729732052,518.8324270267948,0.08029324009155861,55.64788732394365,-5.273434718390604,-7.3215543699878225
2016-02-16,548.05,545.72,548.89,545.72,108040.0,0.78,"22,348.0",544.6675113999285,556.2992118695274,539.7225000000001,557.2654,539.7225000000001,558.7363020505643,520.7086979494359,0.0704576965035336,63.49920208907579,-4.376310527713031,-6.732505601532864
2016-02-17,547.05,551.38,552.38,547.05,131160.0,-0.18,"22,356.0",544.8944150761257,555.9364976785656,539.0564999999999,556.7982,539.0564999999999,555.8257955944438,522.287204405556,0.062217209492674196,70.17797017797014,-3.703335044672599,-6.1266714901608115
2016-02-18,552.49,550.51,555.05,549.16,126030.0,0.99,"22,316.0",545.6178041164947,555.8013409068571,539.0295,556.3596,539.0295,555.7055445580555,522.3534554419444,0.061874329913503945,72.42401779095624,-2.69991168850504,-5.4413195298296575
2016-02-19,554.03,552.37,555.16,551.38,185580.0,0.28,"22,333.0",546.4189656292094,555.7318765575686,539.579,555.9526,539.579,557.4900173679465,521.6679826320534,0.06638886008516476,61.94762684124381,-1.7601365611542406,-4.705082936094574
2016-02-22,560.71,555.31,561.44,555.31,152960.0,1.21,"22,358.0",547.7800165216656,555.9270970847228,541.296,555.7344,541.296,560.4183279797571,522.173672020243,0.07065386767963211,72.55594817432272,-0.4709094777751943,-3.8582482444306985
2016-02-23,561.28,564.75,567.58,561.09,159710.0,0.1,"22,335.0",549.065729233888,556.1370148461062,542.5715,555.6876,542.5715,563.4631344627052,521.6798655372949,0.07700970088810472,69.96777658431787,0.5900052966987914,-2.9685975362048005
2016-02-24,568.04,559.48,569.7,557.77,160240.0,1.2,"22,348.0",550.8728026401843,556.6037985776314,544.5015,555.5654,544.5015,567.3276025789409,521.6753974210591,0.08384220274486257,78.51866640047912,1.9537418830052502,-1.9841296523627905
2016-02-25,562.82,571.15,573.63,562.82,151420.0,-0.92,"22,301.0",552.0106309601667,556.8475711824302,546.5485000000001,555.5178,546.5485000000001,568.1424955347511,524.9545044652491,0.07901950342833618,67.73672521704029,2.5835213522423146,-1.0705994514417694
2016-02-26,566.11,565.61,566.8,562.39,106610.0,0.58,"22,293.0",553.3534280115795,557.2108036850801,548.742,555.6192000000001,548.742,568.796915764289,528.6870842357109,0.07309415267753894,76.54269686266382,3.3099466189979694,-0.19449023735382154
2016-02-29,559.37,565.61,566.31,559.37,129710.00000000001,-1.19,"22,277.0",553.9264348676195,557.295478050371,549.5930000000001,555.538,549.5930000000001,569.9480641312282,529.237935868772,0.07407322921226477,72.57683215130025,3.303699216951941,0.5051476535073309
2016-03-01,561.56,560.03,565.65,560.03,141420.0,0.39,"22,297.0",554.6534410707034,557.4627142052584,550.7845,555.5247999999999,550.7845,571.0051038484742,530.5638961515258,0.07342473816338035,72.34253924100932,3.435856389514697,1.0912894007088043
2016-03-02,570.18,564.85,570.18,562.97,144880.0,1.54,"22,310.0",556.1321609687316,557.9614312952483,552.159,555.5684,552.159,573.753469954794,530.564530045206,0.07821830289751329,75.08501879362808,4.187878602895466,1.7106072411461368
2016-03-03,570.39,573.06,573.88,569.39,132210.0,0.04,"22,268.0",557.4900504002809,558.4488261464151,553.7049999999999,555.5252,553.7049999999999,575.8935779055485,531.5164220944514,0.08014584627391311,73.97157816005986,4.746096820183766,2.3177051569536626
2016-03-04,573.65,570.18,576.02,568.83,142760.0,0.57,"22,219.0",559.0290932193018,559.0449506112616,555.1249999999999,555.456,555.1249999999999,578.6311904499769,531.6188095500229,0.08468791875695385,76.76586590175698,5.389417681931718,2.932047661949274
2016-03-07,576.2,575.76,580.95,575.39,158920.0,0.44,"22,272.0",560.6644176746064,559.7176976461141,556.9069999999999,555.6164,556.9069999999999,581.1560395685457,532.6579604314542,0.08708470020504593,76.03107083410406,6.035444936213594,3.552727116802138
2016-03-08,574.71,576.75,579.87,574.53,149050.0,-0.26,"22,276.0",562.0020921817868,560.3056310717566,558.82,555.7726,558.82,582.2982864970807,535.3417135029194,0.08402808237744032,75.34824046920832,6.353951247275404,4.112971942896792
2016-03-09,571.71,573.47,576.32,571.48,125150.0,-0.52,"22,273.0",562.9266548311405,560.7528612258053,560.452,555.8797999999999,560.452,582.6528217960042,538.2511782039958,0.07922470361780927,68.43821949347665,6.291767288736651,4.5487310120647635
2016-03-10,575.91,574.07,575.91,571.52,146190.0,0.73,"22,219.0",564.1631638948414,561.3472588247934,562.14,556.1125999999999,562.14,583.6031287265794,540.6768712734206,0.0763622184031714,69.97079225994894,6.506389346420065,4.940262678935824
2016-03-11,577.26,576.12,580.93,574.81,146760.0,0.23,"22,238.0",565.4104816191423,561.9712878904877,563.7655,556.3344000000001,563.7655,584.5982692021115,542.9327307978884,0.07390579665521049,66.7340748230536,6.708085951768339,5.293827333502327
2016-03-14,577.98,579.61,579.84,576.26,175480.0,0.12,"22,268.0",566.6075786077954,562.5990805222333,565.475,556.5405999999999,565.475,584.9745487126462,545.9754512873538,0.06896697011413828,66.8346774193549,6.847100831152147,5.6044820330322915
2016-03-15,574.04,577.98,578.96,572.59,163940.0,-0.68,"22,282.0",567.3154282641958,563.0477440311653,566.7745,556.6234000000001,566.7745,584.7923770581071,548.7566229418928,0.06358040828621316,56.41299700726807,6.563683989288734,5.796322424283581
2016-03-16,577.07,573.88,577.96,573.37,148930.0,0.53,"22,290.0",568.2444350961772,563.5976364221,568.2755,556.639,568.2755,584.261940932273,552.289059067727,0.05626299543891304,65.97891904014348,6.50854334122721,5.9387666076723065
2016-03-17,579.26,581.55,583.53,579.26,165830.0,0.38,"22,247.0",569.2935365155889,564.2118467584883,569.614,556.6351999999999,569.614,584.478903773902,554.7490962260981,0.05219290176822169,65.1184180271326,6.565871399398702,6.064187566017586
2016-03-18,575.82,579.95,580.81,575.44,226160.0,-0.59,"22,270.0",569.9151044664852,564.6670684542339,570.7035,556.571,570.7035,583.8544347675361,557.5525652324638,0.04608675001129699,70.46528987310279,6.26154584498147,6.103659221810363
2016-03-21,572.27,577.65,580.83,572.27,163800.0,-0.62,"22,268.0",570.1393802315819,564.9652226324993,571.2815,556.5282,571.2815,583.5709979126162,558.9920020873839,0.04302431607750709,62.88808664259927,5.668566611805659,6.016640699809423
2016-03-22,570.91,572.27,573.8,567.8,132090.0,-0.24,"22,290.0",570.2127725904788,565.198351156715,571.763,556.5476,571.763,583.1219475048474,560.4040524951527,0.0397330624921423,51.06445027704872,5.0308926643112954,5.819491092709798
2016-03-23,574.71,570.74,575.22,570.39,142820.0,0.67,"22,345.0",570.6410799628143,565.5713569937066,572.0965,556.5504,572.0965,583.3866601777357,560.8063398222642,0.03946942579699664,55.7022175290391,4.777092361695281,5.611011346506896
2016-03-24,570.66,573.93,577.21,570.66,166990.0,-0.7,"22,323.0",570.6428818711177,565.7709116214044,572.4884999999999,556.6564000000001,572.4884999999999,582.9354431941638,562.0415568058361,0.03649660454022693,46.13395396948541,4.2007292486863435,5.328954926942785
2016-03-25,572.08,569.48,572.48,564.88,159140.0,0.25,"22,300.0",570.7797502643446,566.0183268519374,572.787,556.8969999999999,572.787,582.7986565744758,562.7753434255243,0.034957694830629014,44.51251997868944,3.8145675020417684,5.026077441962582
2016-03-28,575.72,573.69,576.0,571.58,127860.0,0.64,"22,301.0",571.250250239169,566.3987846224497,573.6045,557.254,573.6045,581.4359950509887,565.7730049490114,0.027306253876978572,51.2723607961703,3.758918640687284,4.772645681707522
2016-03-29,568.28,575.63,576.07,568.28,165100.0,-1.29,"22,301.0",570.96736926401,566.4725577745105,573.9404999999999,557.3344000000001,573.9404999999999,579.9641532888427,567.9168467111572,0.02099051483156443,46.11375481531834,3.078978152267723,4.433912175819563
2016-03-30,569.91,566.08,571.89,565.55,135460.0,0.29,"22,228.0",570.8666674293424,566.6073594304121,573.927,557.5251999999999,573.927,579.9872383136202,567.8667616863798,0.021118498741547878,42.781520692974084,2.6412016653035835,4.075370073716368
2016-03-31,561.22,569.04,570.94,561.22,172530.0,-1.52,"22,264.0",569.9479371979766,566.396090433141,573.4685000000001,557.689,573.4685000000001,581.6661101136714,565.2708898863287,0.028589574191682076,33.599182004090125,1.5748958516957146,3.575275229312237
2016-04-01,558.43,560.64,562.73,557.96,131420.0,-0.5,"22,272.0",568.8509907981693,566.0836947298806,572.7075000000001,557.9968,572.7075000000001,583.307847312929,562.1071526870712,0.03701836386961537,30.822052187561383,0.49895943531691955,2.960012070513174
2016-04-04,555.82,557.56,560.92,554.3,118850.0,-0.47,"22,273.0",567.6099440554865,565.6811968973362,571.6885,558.5858000000001,571.6885,584.5518944524348,558.8251055475652,0.04500141056689025,31.647864625302347,-0.557901967091766,2.256429262992186
2016-04-05,560.32,555.98,560.32,555.15,140380.0,0.81,"22,274.0",566.9156636692497,565.4709538817544,570.9689999999999,559.0768,570.9689999999999,584.701233152887,557.2367668471129,0.04810150166782097,33.61377421248292,-1.0205950662199257,1.6010243971497637
2016-04-06,567.79,561.94,567.79,560.63,120890.0,1.33,"22,265.0",566.9989337959879,565.5618968667836,570.773,559.8438000000001,570.773,584.572437211903,556.9735627880971,0.048353503798893624,39.82975704912218,-0.7755757556654999,1.1257043665867112
2016-04-07,571.6,570.72,572.56,567.01,123540.0,0.67,"22,260.0",567.4371305773224,565.7986852249489,570.5575,560.8382,570.5575,584.152255761225,556.962744238775,0.047654288169816275,46.282593375616614,-0.2708389652805181,0.8463957002132654
2016-04-08,572.34,571.21,574.46,569.09,122410.0,0.13,"22,289.0",567.9040705223392,566.0552073729903,570.3115,561.8402,570.3115,583.5694751965608,557.0535248034392,0.04649380276063442,50.06487488415204,0.18672790998164146,0.7144621421669407
2016-04-11,579.27,575.11,581.88,575.01,143190.0,1.21,"22,285.0",568.9865399964021,566.5734345348338,570.376,562.5786,570.376,583.8025383710177,556.9494616289822,0.04707960493084466,57.02284946236559,1.0959130355006437,0.7907523208336813
2016-04-12,579.84,580.9,582.97,577.17,165750.0,0.1,"22,238.0",570.0202028538877,567.093692004056,570.6659999999999,563.4208,570.6659999999999,584.6641358156227,556.6678641843772,0.04905894451613635,54.556759637591036,1.8412186120696106,1.0008455790808672
2016-04-13,578.02,580.77,582.81,575.65,140040.0,-0.31,"22,278.0",570.7820882963745,567.5221746705636,570.7135000000001,564.1274000000001,570.7135000000001,584.8092407152878,556.6177592847123,0.049396906557450534,56.80725120236775,2.258979749129935,1.2524724130906808
2016-04-14,579.49,575.69,584.81,575.69,116830.0,0.25,"22,288.0",571.6114132205294,567.9915011540709,570.725,564.9277999999999,570.725,584.8504432626113,556.5995567373888,0.049499998292036516,56.84716318610236,2.677807081594551,1.5375393467914549
2016-04-15,579.86,581.54,586.36,579.86,124270.0,0.06,"22,282.0",572.3969929138123,568.4569324813623,570.927,565.62,570.927,585.4686412596084,556.3853587403917,0.050940457395107795,54.071597167584564,3.0049475035358455,1.8310209781403333
2016-04-19,568.28,578.32,578.44,568.28,138460.0,-2.0,"22,272.0",572.004898350592,568.4499939526814,570.7275,566.1744,570.7275,585.30100714561,556.1539928543899,0.05106993143176052,50.0,2.3032490021674903,1.9254665829457647
2016-04-20,568.03,569.8,571.71,565.3,116430.0,-0.04,"22,271.0",571.6263366029166,568.4335236015959,570.5835,566.806,570.5835,585.2062454761406,555.9607545238594,0.051255409510231574,48.246268656716424,1.707294347224547,1.8818321358015213
2016-04-21,575.73,571.19,577.41,570.71,104750.0,1.36,"22,266.0",572.0171616883531,568.7196599309451,570.6345,567.5391999999999,570.6345,585.3248025298284,555.9441974701716,0.05148760732072241,63.79015396312484,1.835166975434845,1.8724991037281862
2016-04-22,592.48,574.57,592.48,574.57,140760.0,2.91,"22,266.0",573.9660034323194,569.6514379728688,571.7255,568.5458,571.7255,589.3681116636005,554.0828883363995,0.06171707108953692,75.57458314556109,3.2506208354237742,2.148123450067304
2016-04-25,591.58,597.91,601.61,591.58,161640.0,-0.15,"22,276.0",575.6435269149556,570.511381581776,572.7005,569.4824000000001,572.7005,592.4545471268942,552.9464528731058,0.06898561159591861,77.56706753006469,4.250755673472895,2.568649894748422
2016-04-26,598.48,590.99,598.48,590.19,176650.0,1.17,"22,254.0",577.8184291135314,571.6081901471966,573.8385000000001,570.5762,573.8385000000001,596.7024944706675,550.9745055293326,0.07968790686113747,78.36752899197138,5.536322789625615,3.162184473723861
2016-04-27,593.96,601.79,601.79,591.35,149050.0,-0.76,"22,244.0",579.3557215789093,572.4847317100516,575.1225000000001,571.4944,575.1225000000001,599.5059515711605,550.7390484288396,0.08479394066885032,70.34675789146323,6.11987169499173,3.753721917977435
2016-04-28,591.67,594.98,597.28,589.97,101200.0,-0.39,"22,278.0",580.5285099999655,573.2370951724026,576.2105,572.3868,576.2105,601.5382467777715,550.8827532222285,0.08791143784353632,65.9818442427137,6.324647940563523,4.267907122494653
2016-04-29,598.37,591.2,599.71,591.2,124900.0,1.13,"22,244.0",582.2276995237784,574.2226992832889,578.068,573.3044,578.068,604.2029627489984,551.9330372510016,0.09042175920133416,68.93090909090901,6.947482344466607,4.803822166889044
2016-05-04,599.07,595.95,603.08,592.43,143700.0,0.12,"22,228.0",583.8317281405614,575.1971032329639,580.1,574.2052,580.1,606.1253916497544,554.0746083502456,0.08972725960956524,65.83493282149709,7.412124884909645,5.325482710493165
2016-05-05,601.51,600.66,605.21,600.5,134810.0,0.41,"22,228.0",585.5153730795555,576.2289815375535,582.3845,575.0211999999999,582.3845,607.4392429903517,557.3297570096483,0.08604192931079607,66.8271470725267,7.886336278306203,5.837653424055772
2016-05-06,606.52,602.4,608.94,602.17,120430.0,0.83,"22,241.0",587.5158137386454,577.4168646145122,584.6945,575.9259999999999,584.6945,609.7028097557368,559.6861902442631,0.0855431674344015,71.08612015389164,8.567654762838515,6.383653691812321
2016-05-09,603.85,610.92,612.97,603.85,145390.0,-0.44,"22,251.0",589.071450525441,578.4534581590411,586.4975,576.6422,586.4975,611.5737155080725,561.4212844919274,0.0855117558321137,67.70863623146262,8.790822751998121,6.865087503849481
