Date,Close,Open,High,Low,Vol,% Change
2005-05-18,"15,830.0","15,830.0","15,830.0","15,830.0",,-0.09%
2005-05-19,"15,834.0","15,834.0","15,834.0","15,834.0",,0.03%
2005-05-20,"15,839.0","15,839.0","15,839.0","15,839.0",,0.03%
2005-05-23,"15,835.0","15,835.0","15,835.0","15,835.0",,-0.03%
2005-05-24,"15,839.0","15,839.0","15,839.0","15,839.0",,0.03%
2005-05-25,"15,839.0","15,839.0","15,839.0","15,839.0",,0.00%
2005-05-26,"15,845.0","15,845.0","15,845.0","15,845.0",,0.04%
2005-05-27,"15,841.0","15,841.0","15,841.0","15,841.0",,-0.03%
2005-05-30,"15,846.0","15,846.0","15,846.0","15,846.0",,0.03%
2005-05-31,"15,855.0","15,855.0","15,855.0","15,855.0",,0.06%
2005-06-01,"15,847.0","15,847.0","15,847.0","15,847.0",,-0.05%
2005-06-02,"15,855.0","15,855.0","15,855.0","15,855.0",,0.05%
2005-06-03,"15,858.0","15,858.0","15,858.0","15,858.0",,0.02%
2005-06-06,"15,846.0","15,846.0","15,846.0","15,846.0",,-0.08%
2005-06-07,"15,850.0","15,850.0","15,850.0","15,850.0",,0.03%
2005-06-08,"15,851.0","15,851.0","15,851.0","15,851.0",,0.01%
2005-06-09,"15,861.0","15,861.0","15,861.0","15,861.0",,0.06%
2005-06-10,"15,849.0","15,849.0","15,849.0","15,849.0",,-0.08%
2005-06-13,"15,863.0","15,863.0","15,863.0","15,863.0",,0.09%
2005-06-14,"15,862.0","15,862.0","15,862.0","15,862.0",,-0.01%
2005-06-15,"15,858.0","15,858.0","15,858.0","15,858.0",,-0.03%
2005-06-16,"15,870.0","15,870.0","15,870.0","15,870.0",,0.08%
2005-06-17,"15,880.0","15,880.0","15,880.0","15,880.0",,0.06%
2005-06-20,"15,865.0","15,865.0","15,865.0","15,865.0",,-0.09%
2005-06-21,"15,860.0","15,860.0","15,860.0","15,860.0",,-0.03%
2005-06-22,"15,856.0","15,856.0","15,856.0","15,856.0",,-0.03%
2005-06-23,"15,869.0","15,869.0","15,869.0","15,869.0",,0.08%
2005-06-24,"15,855.0","15,855.0","15,855.0","15,855.0",,-0.09%
2005-06-27,"15,859.0","15,859.0","15,859.0","15,859.0",,0.03%
2005-06-28,"15,855.0","15,855.0","15,855.0","15,855.0",,-0.03%
2005-06-29,"15,863.0","15,863.0","15,863.0","15,863.0",,0.05%
2005-06-30,"15,846.0","15,846.0","15,846.0","15,846.0",,-0.11%
2005-07-01,"15,850.0","15,850.0","15,850.0","15,850.0",,0.03%
2005-07-04,"15,845.0","15,845.0","15,845.0","15,845.0",,-0.03%
2005-07-05,"15,851.0","15,851.0","15,851.0","15,851.0",,0.04%
2005-07-06,"15,856.0","15,856.0","15,856.0","15,856.0",,0.03%
2005-07-07,"15,860.0","15,860.0","15,860.0","15,860.0",,0.03%
2005-07-08,"15,865.0","15,865.0","15,865.0","15,865.0",,0.03%
2005-07-11,"15,861.0","15,861.0","15,861.0","15,861.0",,-0.03%
2005-07-12,"15,858.0","15,858.0","15,858.0","15,858.0",,-0.02%
2005-07-13,"15,865.0","15,865.0","15,865.0","15,865.0",,0.04%
2005-07-14,"15,879.0","15,879.0","15,879.0","15,879.0",,0.09%
2005-07-15,"15,868.0","15,868.0","15,868.0","15,868.0",,-0.07%
2005-07-18,"15,875.0","15,875.0","15,875.0","15,875.0",,0.04%
2005-07-19,"15,874.0","15,874.0","15,874.0","15,874.0",,-0.01%
2005-07-20,"15,875.0","15,875.0","15,875.0","15,875.0",,0.01%
2005-07-21,"15,870.0","15,870.0","15,870.0","15,870.0",,-0.03%
2005-07-22,"15,871.0","15,871.0","15,871.0","15,871.0",,0.01%
2005-07-25,"15,866.0","15,866.0","15,866.0","15,866.0",,-0.03%
2005-07-26,"15,867.0","15,867.0","15,867.0","15,867.0",,0.01%
2005-07-27,"15,860.0","15,860.0","15,860.0","15,860.0",,-0.04%
2005-07-28,"15,865.0","15,865.0","15,865.0","15,865.0",,0.03%
2005-07-29,"15,873.0","15,873.0","15,873.0","15,873.0",,0.05%
2005-08-01,"15,870.0","15,870.0","15,870.0","15,870.0",,-0.02%
2005-08-02,"15,881.0","15,881.0","15,881.0","15,881.0",,0.07%
2005-08-03,"15,872.0","15,872.0","15,872.0","15,872.0",,-0.06%
2005-08-04,"15,880.0","15,880.0","15,880.0","15,880.0",,0.05%
2005-08-05,"15,879.0","15,879.0","15,879.0","15,879.0",,-0.01%
2005-08-08,"15,868.0","15,868.0","15,868.0","15,868.0",,-0.07%
2005-08-09,"15,862.0","15,862.0","15,862.0","15,862.0",,-0.04%
2005-08-10,"15,872.0","15,872.0","15,872.0","15,872.0",,0.06%
2005-08-11,"15,870.0","15,870.0","15,870.0","15,870.0",,-0.01%
2005-08-12,"15,865.0","15,865.0","15,865.0","15,865.0",,-0.03%
2005-08-15,"15,868.0","15,868.0","15,868.0","15,868.0",,0.02%
2005-08-16,"15,861.0","15,861.0","15,861.0","15,861.0",,-0.04%
2005-08-17,"15,861.0","15,861.0","15,861.0","15,861.0",,0.00%
2005-08-18,"15,855.0","15,855.0","15,855.0","15,855.0",,-0.04%
2005-08-19,"15,857.0","15,857.0","15,857.0","15,857.0",,0.01%
2005-08-22,"15,862.0","15,862.0","15,862.0","15,862.0",,0.03%
2005-08-23,"15,869.0","15,869.0","15,869.0","15,869.0",,0.04%
2005-08-24,"15,874.0","15,874.0","15,874.0","15,874.0",,0.03%
2005-08-25,"15,871.0","15,871.0","15,871.0","15,871.0",,-0.02%
2005-08-26,"15,881.0","15,881.0","15,881.0","15,881.0",,0.06%
2005-08-29,"15,885.0","15,885.0","15,885.0","15,885.0",,0.03%
2005-08-30,"15,880.0","15,880.0","15,880.0","15,880.0",,-0.03%
2005-08-31,"15,867.0","15,867.0","15,867.0","15,867.0",,-0.08%
2005-09-01,"15,874.0","15,874.0","15,874.0","15,874.0",,0.04%
2005-09-02,"15,874.0","15,874.0","15,874.0","15,874.0",,0.00%
2005-09-05,"15,876.0","15,876.0","15,876.0","15,876.0",,0.01%
2005-09-06,"15,871.0","15,871.0","15,871.0","15,871.0",,-0.03%
2005-09-07,"15,874.0","15,874.0","15,874.0","15,874.0",,0.02%
2005-09-08,"15,880.0","15,880.0","15,880.0","15,880.0",,0.04%
2005-09-09,"15,875.0","15,875.0","15,875.0","15,875.0",,-0.03%
2005-09-12,"15,885.0","15,885.0","15,885.0","15,885.0",,0.06%
2005-09-13,"15,872.0","15,872.0","15,872.0","15,872.0",,-0.08%
2005-09-14,"15,885.0","15,885.0","15,885.0","15,885.0",,0.08%
2005-09-15,"15,880.0","15,880.0","15,880.0","15,880.0",,-0.03%
2005-09-16,"15,880.0","15,880.0","15,880.0","15,880.0",,0.00%
2005-09-19,"15,864.0","15,864.0","15,864.0","15,864.0",,-0.10%
2005-09-20,"15,874.0","15,874.0","15,874.0","15,874.0",,0.06%
2005-09-21,"15,876.0","15,876.0","15,876.0","15,876.0",,0.01%
2005-09-22,"15,865.0","15,865.0","15,865.0","15,865.0",,-0.07%
2005-09-23,"15,870.0","15,870.0","15,870.0","15,870.0",,0.03%
2005-09-26,"15,880.0","15,880.0","15,880.0","15,880.0",,0.06%
2005-09-27,"15,885.0","15,885.0","15,885.0","15,885.0",,0.03%
2005-09-28,"15,885.0","15,885.0","15,885.0","15,885.0",,0.00%
2005-09-29,"15,890.0","15,890.0","15,890.0","15,890.0",,0.03%
2005-09-30,"15,895.0","15,895.0","15,895.0","15,895.0",,0.03%
2005-10-03,"15,895.0","15,895.0","15,895.0","15,895.0",,0.00%
2005-10-04,"15,895.0","15,895.0","15,895.0","15,895.0",,0.00%
2005-10-05,"15,886.0","15,886.0","15,886.0","15,886.0",,-0.06%
2005-10-06,"15,896.0","15,896.0","15,896.0","15,896.0",,0.06%
2005-10-07,"15,896.0","15,896.0","15,896.0","15,896.0",,0.00%
2005-10-10,"15,891.0","15,891.0","15,891.0","15,891.0",,-0.03%
2005-10-11,"15,895.0","15,895.0","15,895.0","15,895.0",,0.03%
2005-10-12,"15,888.0","15,888.0","15,888.0","15,888.0",,-0.04%
2005-10-13,"15,898.0","15,898.0","15,898.0","15,898.0",,0.06%
2005-10-14,"15,901.0","15,901.0","15,901.0","15,901.0",,0.02%
2005-10-17,"15,910.0","15,910.0","15,910.0","15,910.0",,0.06%
2005-10-18,"15,910.0","15,910.0","15,910.0","15,910.0",,0.00%
2005-10-19,"15,908.0","15,908.0","15,908.0","15,908.0",,-0.01%
2005-10-20,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.03%
2005-10-21,"15,904.0","15,904.0","15,904.0","15,904.0",,0.00%
2005-10-24,"15,902.0","15,902.0","15,902.0","15,902.0",,-0.01%
2005-10-25,"15,908.0","15,908.0","15,908.0","15,908.0",,0.04%
2005-10-26,"15,914.0","15,914.0","15,914.0","15,914.0",,0.04%
2005-10-27,"15,910.0","15,910.0","15,910.0","15,910.0",,-0.03%
2005-10-28,"15,902.0","15,902.0","15,902.0","15,902.0",,-0.05%
2005-10-31,"15,891.0","15,891.0","15,891.0","15,891.0",,-0.07%
2005-11-01,"15,903.0","15,903.0","15,903.0","15,903.0",,0.08%
2005-11-02,"15,888.0","15,888.0","15,888.0","15,888.0",,-0.09%
2005-11-03,"15,892.0","15,892.0","15,892.0","15,892.0",,0.03%
2005-11-04,"15,892.0","15,892.0","15,892.0","15,892.0",,0.00%
2005-11-07,"15,889.0","15,889.0","15,889.0","15,889.0",,-0.02%
2005-11-08,"15,893.0","15,893.0","15,893.0","15,893.0",,0.03%
2005-11-09,"15,896.0","15,896.0","15,896.0","15,896.0",,0.02%
2005-11-10,"15,895.0","15,895.0","15,895.0","15,895.0",,-0.01%
2005-11-11,"15,889.0","15,889.0","15,889.0","15,889.0",,-0.04%
2005-11-14,"15,902.0","15,902.0","15,902.0","15,902.0",,0.08%
2005-11-15,"15,904.0","15,904.0","15,904.0","15,904.0",,0.01%
2005-11-16,"15,910.0","15,910.0","15,910.0","15,910.0",,0.04%
2005-11-17,"15,905.0","15,905.0","15,905.0","15,905.0",,-0.03%
2005-11-18,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.01%
2005-11-21,"15,899.0","15,899.0","15,899.0","15,899.0",,-0.03%
2005-11-22,"15,903.0","15,903.0","15,903.0","15,903.0",,0.03%
2005-11-23,"15,903.0","15,903.0","15,903.0","15,903.0",,0.00%
2005-11-24,"15,910.0","15,910.0","15,910.0","15,910.0",,0.04%
2005-11-25,"15,905.0","15,905.0","15,905.0","15,905.0",,-0.03%
2005-11-28,"15,901.0","15,901.0","15,901.0","15,901.0",,-0.03%
2005-11-29,"15,901.0","15,901.0","15,901.0","15,901.0",,0.00%
2005-11-30,"15,907.0","15,907.0","15,907.0","15,907.0",,0.04%
2005-12-01,"15,903.0","15,903.0","15,903.0","15,903.0",,-0.03%
2005-12-02,"15,900.0","15,900.0","15,900.0","15,900.0",,-0.02%
2005-12-05,"15,903.0","15,903.0","15,903.0","15,903.0",,0.02%
2005-12-06,"15,907.0","15,907.0","15,907.0","15,907.0",,0.03%
2005-12-07,"15,901.0","15,901.0","15,901.0","15,901.0",,-0.04%
2005-12-08,"15,897.0","15,897.0","15,897.0","15,897.0",,-0.03%
2005-12-09,"15,904.0","15,904.0","15,904.0","15,904.0",,0.04%
2005-12-12,"15,905.0","15,905.0","15,905.0","15,905.0",,0.01%
2005-12-13,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.01%
2005-12-14,"15,902.0","15,902.0","15,902.0","15,902.0",,-0.01%
2005-12-15,"15,905.0","15,905.0","15,905.0","15,905.0",,0.02%
2005-12-16,"15,911.0","15,911.0","15,911.0","15,911.0",,0.04%
2005-12-19,"15,915.0","15,915.0","15,915.0","15,915.0",,0.03%
2005-12-20,"15,910.0","15,910.0","15,910.0","15,910.0",,-0.03%
2005-12-21,"15,907.0","15,907.0","15,907.0","15,907.0",,-0.02%
2005-12-22,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.02%
2005-12-23,"15,894.0","15,894.0","15,894.0","15,894.0",,-0.06%
2005-12-26,"15,902.0","15,902.0","15,902.0","15,902.0",,0.05%
2005-12-27,"15,899.0","15,899.0","15,899.0","15,899.0",,-0.02%
2005-12-28,"15,888.0","15,888.0","15,888.0","15,888.0",,-0.07%
2005-12-29,"15,900.0","15,900.0","15,900.0","15,900.0",,0.08%
2005-12-30,"15,913.0","15,913.0","15,913.0","15,913.0",,0.08%
2006-01-02,"15,913.0","15,913.0","15,913.0","15,913.0",,0.00%
2006-01-03,"15,903.0","15,903.0","15,903.0","15,903.0",,-0.06%
2006-01-04,"15,916.0","15,916.0","15,916.0","15,916.0",,0.08%
2006-01-05,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.08%
2006-01-06,"15,914.0","15,914.0","15,914.0","15,914.0",,0.06%
2006-01-09,"15,912.0","15,912.0","15,912.0","15,912.0",,-0.01%
2006-01-10,"15,905.0","15,905.0","15,905.0","15,905.0",,-0.04%
2006-01-11,"15,917.0","15,917.0","15,917.0","15,917.0",,0.08%
2006-01-12,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.08%
2006-01-13,"15,901.0","15,901.0","15,901.0","15,901.0",,-0.02%
2006-01-16,"15,896.0","15,896.0","15,896.0","15,896.0",,-0.03%
2006-01-17,"15,902.0","15,902.0","15,902.0","15,902.0",,0.04%
2006-01-18,"15,900.0","15,900.0","15,900.0","15,900.0",,-0.01%
2006-01-19,"15,906.0","15,906.0","15,906.0","15,906.0",,0.04%
2006-01-20,"15,913.0","15,913.0","15,913.0","15,913.0",,0.04%
2006-01-23,"15,918.0","15,918.0","15,918.0","15,918.0",,0.03%
2006-01-24,"15,915.0","15,915.0","15,915.0","15,915.0",,-0.02%
2006-01-25,"15,918.0","15,918.0","15,918.0","15,918.0",,0.02%
2006-01-26,"15,915.0","15,915.0","15,915.0","15,915.0",,-0.02%
2006-01-27,"15,913.0","15,913.0","15,913.0","15,913.0",,-0.01%
2006-01-30,"15,913.0","15,913.0","15,913.0","15,913.0",,0.00%
2006-01-31,"15,913.0","15,913.0","15,913.0","15,913.0",,0.00%
2006-02-01,"15,915.0","15,915.0","15,915.0","15,915.0",,0.01%
2006-02-02,"15,912.0","15,912.0","15,912.0","15,912.0",,-0.02%
2006-02-03,"15,929.0","15,929.0","15,929.0","15,929.0",,0.11%
2006-02-06,"15,922.0","15,922.0","15,922.0","15,922.0",,-0.04%
2006-02-07,"15,923.0","15,923.0","15,923.0","15,923.0",,0.01%
2006-02-08,"15,928.0","15,928.0","15,928.0","15,928.0",,0.03%
2006-02-09,"15,925.0","15,925.0","15,925.0","15,925.0",,-0.02%
2006-02-10,"15,919.0","15,919.0","15,919.0","15,919.0",,-0.04%
2006-02-13,"15,925.0","15,925.0","15,925.0","15,925.0",,0.04%
2006-02-14,"15,927.0","15,927.0","15,927.0","15,927.0",,0.01%
2006-02-15,"15,931.0","15,931.0","15,931.0","15,931.0",,0.03%
2006-02-16,"15,934.0","15,934.0","15,934.0","15,934.0",,0.02%
2006-02-17,"15,924.0","15,924.0","15,924.0","15,924.0",,-0.06%
2006-02-20,"15,921.0","15,921.0","15,921.0","15,921.0",,-0.02%
2006-02-21,"15,920.0","15,920.0","15,920.0","15,920.0",,-0.01%
2006-02-22,"15,914.0","15,914.0","15,914.0","15,914.0",,-0.04%
2006-02-23,"15,914.0","15,914.0","15,914.0","15,914.0",,0.00%
2006-02-24,"15,908.0","15,908.0","15,908.0","15,908.0",,-0.04%
2006-02-27,"15,913.0","15,913.0","15,913.0","15,913.0",,0.03%
2006-02-28,"15,909.0","15,909.0","15,909.0","15,909.0",,-0.03%
2006-03-01,"15,912.0","15,912.0","15,912.0","15,912.0",,0.02%
2006-03-02,"15,901.0","15,901.0","15,901.0","15,901.0",,-0.07%
2006-03-03,"15,904.0","15,904.0","15,904.0","15,904.0",,0.02%
2006-03-06,"15,905.0","15,905.0","15,905.0","15,905.0",,0.01%
2006-03-07,"15,908.0","15,908.0","15,908.0","15,908.0",,0.02%
2006-03-08,"15,903.0","15,903.0","15,903.0","15,903.0",,-0.03%
2006-03-09,"15,903.0","15,903.0","15,903.0","15,903.0",,0.00%
2006-03-10,"15,909.0","15,909.0","15,909.0","15,909.0",,0.04%
2006-03-13,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.03%
2006-03-14,"15,893.0","15,893.0","15,893.0","15,893.0",,-0.07%
2006-03-15,"15,899.0","15,899.0","15,899.0","15,899.0",,0.04%
2006-03-16,"15,911.0","15,911.0","15,911.0","15,911.0",,0.08%
2006-03-17,"15,906.0","15,906.0","15,906.0","15,906.0",,-0.03%
2006-03-20,"15,904.0","15,904.0","15,904.0","15,904.0",,-0.01%
2006-03-21,"15,911.0","15,911.0","15,911.0","15,911.0",,0.04%
2006-03-22,"15,916.0","15,916.0","15,916.0","15,916.0",,0.03%
2006-03-23,"15,920.0","15,920.0","15,920.0","15,920.0",,0.03%
2006-03-24,"15,916.0","15,916.0","15,916.0","15,916.0",,-0.03%
2006-03-27,"15,930.0","15,930.0","15,930.0","15,930.0",,0.09%
2006-03-28,"15,920.0","15,920.0","15,920.0","15,920.0",,-0.06%
2006-03-29,"15,922.0","15,922.0","15,922.0","15,922.0",,0.01%
2006-03-30,"15,935.0","15,935.0","15,935.0","15,935.0",,0.08%
2006-03-31,"15,920.0","15,920.0","15,920.0","15,920.0",,-0.09%
2006-04-03,"15,922.0","15,922.0","15,922.0","15,922.0",,0.01%
2006-04-04,"15,920.0","15,920.0","15,920.0","15,920.0",,-0.01%
2006-04-05,"15,929.0","15,929.0","15,929.0","15,929.0",,0.06%
2006-04-06,"15,920.0","15,920.0","15,920.0","15,920.0",,-0.06%
2006-04-07,"15,923.0","15,923.0","15,923.0","15,923.0",,0.02%
2006-04-10,"15,922.0","15,922.0","15,922.0","15,922.0",,-0.01%
2006-04-11,"15,923.0","15,923.0","15,923.0","15,923.0",,0.01%
2006-04-12,"15,925.0","15,925.0","15,925.0","15,925.0",,0.01%
2006-04-13,"15,927.0","15,927.0","15,927.0","15,927.0",,0.01%
2006-04-14,"15,922.0","15,922.0","15,922.0","15,922.0",,-0.03%
2006-04-17,"15,924.0","15,924.0","15,924.0","15,924.0",,0.01%
2006-04-18,"15,924.0","15,924.0","15,924.0","15,924.0",,0.00%
2006-04-19,"15,925.0","15,925.0","15,925.0","15,925.0",,0.01%
2006-04-20,"15,932.0","15,932.0","15,932.0","15,932.0",,0.04%
2006-04-21,"15,930.0","15,930.0","15,930.0","15,930.0",,-0.01%
2006-04-24,"15,930.0","15,930.0","15,930.0","15,930.0",,0.00%
2006-04-25,"15,936.0","15,936.0","15,936.0","15,936.0",,0.04%
2006-04-26,"15,938.0","15,938.0","15,938.0","15,938.0",,0.01%
2006-04-27,"15,937.0","15,937.0","15,937.0","15,937.0",,-0.01%
2006-04-28,"15,940.0","15,940.0","15,940.0","15,940.0",,0.02%
2006-05-01,"15,940.0","15,940.0","15,940.0","15,940.0",,0.00%
2006-05-02,"15,940.0","15,940.0","15,940.0","15,940.0",,0.00%
2006-05-03,"15,935.0","15,935.0","15,935.0","15,935.0",,-0.03%
2006-05-04,"15,960.0","15,960.0","15,960.0","15,960.0",,0.16%
2006-05-05,"15,965.0","15,965.0","15,965.0","15,965.0",,0.03%
2006-05-08,"16,006.0","16,006.0","16,006.0","16,006.0",,0.26%
2006-05-09,"15,990.0","15,990.0","15,990.0","15,990.0",,-0.10%
2006-05-10,"15,963.0","15,963.0","15,963.0","15,963.0",,-0.17%
2006-05-11,"15,971.0","15,971.0","15,971.0","15,971.0",,0.05%
2006-05-12,"15,978.0","15,978.0","15,978.0","15,978.0",,0.04%
2006-05-15,"15,970.0","15,970.0","15,970.0","15,970.0",,-0.05%
2006-05-16,"15,966.0","15,966.0","15,966.0","15,966.0",,-0.03%
2006-05-17,"15,965.0","15,965.0","15,965.0","15,965.0",,-0.01%
2006-05-18,"15,965.0","15,965.0","15,965.0","15,965.0",,0.00%
2006-05-19,"15,965.0","15,965.0","15,965.0","15,965.0",,0.00%
2006-05-22,"15,971.0","15,971.0","15,971.0","15,971.0",,0.04%
2006-05-23,"15,965.0","15,965.0","15,965.0","15,965.0",,-0.04%
2006-05-24,"15,961.0","15,961.0","15,961.0","15,961.0",,-0.03%
2006-05-25,"15,967.0","15,967.0","15,967.0","15,967.0",,0.04%
2006-05-26,"15,969.0","15,969.0","15,969.0","15,969.0",,0.01%
2006-05-29,"15,968.0","15,968.0","15,968.0","15,968.0",,-0.01%
2006-05-30,"15,963.0","15,963.0","15,963.0","15,963.0",,-0.03%
2006-05-31,"15,955.0","15,955.0","15,955.0","15,955.0",,-0.05%
2006-06-01,"15,962.0","15,962.0","15,962.0","15,962.0",,0.04%
2006-06-02,"15,965.0","15,965.0","15,965.0","15,965.0",,0.02%
2006-06-05,"15,969.0","15,969.0","15,969.0","15,969.0",,0.03%
2006-06-06,"15,974.0","15,974.0","15,974.0","15,974.0",,0.03%
2006-06-07,"15,968.0","15,968.0","15,968.0","15,968.0",,-0.04%
2006-06-08,"15,970.0","15,970.0","15,970.0","15,970.0",,0.01%
2006-06-09,"15,975.0","15,975.0","15,975.0","15,975.0",,0.03%
2006-06-12,"15,975.0","15,975.0","15,975.0","15,975.0",,0.00%
2006-06-13,"15,976.0","15,976.0","15,976.0","15,976.0",,0.01%
2006-06-14,"15,975.0","15,975.0","15,975.0","15,975.0",,-0.01%
2006-06-15,"15,986.0","15,986.0","15,986.0","15,986.0",,0.07%
2006-06-16,"15,978.0","15,978.0","15,978.0","15,978.0",,-0.05%
2006-06-19,"15,984.0","15,984.0","15,984.0","15,984.0",,0.04%
2006-06-20,"15,987.0","15,987.0","15,987.0","15,987.0",,0.02%
2006-06-21,"15,987.0","15,987.0","15,987.0","15,987.0",,0.00%
2006-06-22,"15,993.0","15,993.0","15,993.0","15,993.0",,0.04%
2006-06-23,"15,996.0","15,996.0","15,996.0","15,996.0",,0.02%
2006-06-26,"15,992.0","15,992.0","15,992.0","15,992.0",,-0.03%
2006-06-27,"15,997.0","15,997.0","15,997.0","15,997.0",,0.03%
2006-06-28,"15,994.0","15,994.0","15,994.0","15,994.0",,-0.02%
2006-06-29,"15,998.0","15,998.0","15,998.0","15,998.0",,0.03%
2006-06-30,"15,995.0","15,995.0","15,995.0","15,995.0",,-0.02%
2006-07-03,"16,000.0","16,000.0","16,000.0","16,000.0",,0.03%
2006-07-04,"15,996.0","15,996.0","15,996.0","15,996.0",,-0.03%
2006-07-05,"15,990.0","15,990.0","15,990.0","15,990.0",,-0.04%
2006-07-06,"15,990.0","15,990.0","15,990.0","15,990.0",,0.00%
2006-07-07,"15,994.0","15,994.0","15,994.0","15,994.0",,0.03%
2006-07-10,"15,989.0","15,989.0","15,989.0","15,989.0",,-0.03%
2006-07-11,"15,987.0","15,987.0","15,987.0","15,987.0",,-0.01%
2006-07-12,"15,990.0","15,990.0","15,990.0","15,990.0",,0.02%
2006-07-13,"15,988.0","15,988.0","15,988.0","15,988.0",,-0.01%
2006-07-14,"15,992.0","15,992.0","15,992.0","15,992.0",,0.03%
2006-07-17,"16,000.0","16,000.0","16,000.0","16,000.0",,0.05%
2006-07-18,"16,003.0","16,003.0","16,003.0","16,003.0",,0.02%
2006-07-19,"15,997.0","15,997.0","15,997.0","15,997.0",,-0.04%
2006-07-20,"16,001.0","16,001.0","16,001.0","16,001.0",,0.03%
2006-07-21,"15,996.0","15,996.0","15,996.0","15,996.0",,-0.03%
2006-07-24,"15,996.0","15,996.0","15,996.0","15,996.0",,0.00%
2006-07-25,"15,996.0","15,996.0","15,996.0","15,996.0",,0.00%
2006-07-26,"15,996.0","15,996.0","15,996.0","15,996.0",,0.00%
2006-07-27,"16,002.0","16,002.0","16,002.0","16,002.0",,0.04%
2006-07-28,"16,000.0","16,000.0","16,000.0","16,000.0",,-0.01%
2006-07-31,"16,001.0","16,001.0","16,001.0","16,001.0",,0.01%
2006-08-01,"16,001.0","16,001.0","16,001.0","16,001.0",,0.00%
2006-08-02,"16,009.0","16,009.0","16,009.0","16,009.0",,0.05%
2006-08-03,"16,004.0","16,004.0","16,004.0","16,004.0",,-0.03%
2006-08-04,"16,001.0","16,001.0","16,001.0","16,001.0",,-0.02%
2006-08-07,"16,016.0","16,016.0","16,016.0","16,016.0",,0.09%
2006-08-08,"16,010.0","16,010.0","16,010.0","16,010.0",,-0.04%
2006-08-09,"16,010.0","16,010.0","16,010.0","16,010.0",,0.00%
2006-08-10,"16,010.0","16,010.0","16,010.0","16,010.0",,0.00%
2006-08-11,"15,997.0","15,997.0","15,997.0","15,997.0",,-0.08%
2006-08-14,"16,008.0","16,008.0","16,008.0","16,008.0",,0.07%
2006-08-15,"16,003.0","16,003.0","16,003.0","16,003.0",,-0.03%
2006-08-16,"15,999.0","15,999.0","15,999.0","15,999.0",,-0.02%
2006-08-17,"15,997.0","15,997.0","15,997.0","15,997.0",,-0.01%
2006-08-18,"16,000.0","16,000.0","16,000.0","16,000.0",,0.02%
2006-08-21,"16,010.0","16,010.0","16,010.0","16,010.0",,0.06%
2006-08-22,"16,010.0","16,010.0","16,010.0","16,010.0",,0.00%
2006-08-23,"16,014.0","16,014.0","16,014.0","16,014.0",,0.02%
2006-08-24,"16,011.0","16,011.0","16,011.0","16,011.0",,-0.02%
2006-08-25,"16,007.0","16,007.0","16,007.0","16,007.0",,-0.02%
2006-08-28,"16,018.0","16,018.0","16,018.0","16,018.0",,0.07%
2006-08-29,"16,006.0","16,006.0","16,006.0","16,006.0",,-0.07%
2006-08-30,"16,010.0","16,010.0","16,010.0","16,010.0",,0.02%
2006-08-31,"16,013.0","16,013.0","16,013.0","16,013.0",,0.02%
2006-09-01,"16,005.0","16,005.0","16,005.0","16,005.0",,-0.05%
2006-09-04,"16,005.0","16,005.0","16,005.0","16,005.0",,0.00%
2006-09-05,"16,015.0","16,015.0","16,015.0","16,015.0",,0.06%
2006-09-06,"16,020.0","16,020.0","16,020.0","16,020.0",,0.03%
2006-09-07,"16,020.0","16,020.0","16,020.0","16,020.0",,0.00%
2006-09-08,"16,017.0","16,017.0","16,017.0","16,017.0",,-0.02%
2006-09-11,"16,017.0","16,017.0","16,017.0","16,017.0",,0.00%
2006-09-12,"16,017.0","16,017.0","16,017.0","16,017.0",,0.00%
2006-09-13,"16,040.0","16,040.0","16,040.0","16,040.0",,0.14%
2006-09-14,"16,033.0","16,033.0","16,033.0","16,033.0",,-0.04%
2006-09-15,"16,034.0","16,034.0","16,034.0","16,034.0",,0.01%
2006-09-18,"16,039.0","16,039.0","16,039.0","16,039.0",,0.03%
2006-09-19,"16,040.0","16,040.0","16,040.0","16,040.0",,0.01%
2006-09-20,"16,041.0","16,041.0","16,041.0","16,041.0",,0.01%
2006-09-21,"16,036.0","16,036.0","16,036.0","16,036.0",,-0.03%
2006-09-22,"16,035.0","16,035.0","16,035.0","16,035.0",,-0.01%
2006-09-25,"16,035.0","16,035.0","16,035.0","16,035.0",,0.00%
2006-09-26,"16,037.0","16,037.0","16,037.0","16,037.0",,0.01%
2006-09-27,"16,044.0","16,044.0","16,044.0","16,044.0",,0.04%
2006-09-28,"16,036.0","16,036.0","16,036.0","16,036.0",,-0.05%
2006-09-29,"16,045.0","16,045.0","16,045.0","16,045.0",,0.06%
2006-10-02,"16,046.0","16,046.0","16,046.0","16,046.0",,0.01%
2006-10-03,"16,046.0","16,046.0","16,046.0","16,046.0",,0.00%
2006-10-04,"16,040.0","16,040.0","16,040.0","16,040.0",,-0.04%
2006-10-05,"16,046.0","16,046.0","16,046.0","16,046.0",,0.04%
2006-10-06,"16,053.0","16,053.0","16,053.0","16,053.0",,0.04%
