Date,Price,Open,High,Low,Vol.,Change %
2016-01-28,539.47,542.01,544.73,538.59,113.21K,-0.59%
2016-01-29,545.25,539.96,545.71,537.51,122.86K,1.07%
2016-02-01,540.56,545.27,548.58,540.56,107.30K,-0.86%
2016-02-02,536.45,537.71,542.26,535.38,93.18K,-0.76%
2016-02-03,539.07,531.11,539.07,530.23,87.35K,0.49%
2016-02-04,542.15,542.91,545.17,541.66,67.89K,0.57%
2016-02-05,544.75,540.64,545.54,540.64,61.85K,0.48%
2016-02-15,543.79,540.13,544.59,537.81,68.70K,-0.18%
2016-02-16,548.05,545.72,548.89,545.72,108.04K,0.78%
2016-02-17,547.05,551.38,552.38,547.05,131.16K,-0.18%
2016-02-18,552.49,550.51,555.05,549.16,126.03K,0.99%
2016-02-19,554.03,552.37,555.16,551.38,185.58K,0.28%
2016-02-22,560.71,555.31,561.44,555.31,152.96K,1.21%
2016-02-23,561.28,564.75,567.58,561.09,159.71K,0.10%
2016-02-24,568.04,559.48,569.70,557.77,160.24K,1.20%
2016-02-25,562.82,571.15,573.63,562.82,151.42K,-0.92%
2016-02-26,566.11,565.61,566.80,562.39,106.61K,0.58%
2016-02-29,559.37,565.61,566.31,559.37,129.71K,-1.19%
2016-03-01,561.56,560.03,565.65,560.03,141.42K,0.39%
2016-03-02,570.18,564.85,570.18,562.97,144.88K,1.54%
2016-03-03,570.39,573.06,573.88,569.39,132.21K,0.04%
2016-03-04,573.65,570.18,576.02,568.83,142.76K,0.57%
2016-03-07,576.20,575.76,580.95,575.39,158.92K,0.44%
2016-03-08,574.71,576.75,579.87,574.53,149.05K,-0.26%
2016-03-09,571.71,573.47,576.32,571.48,125.15K,-0.52%
2016-03-10,575.91,574.07,575.91,571.52,146.19K,0.73%
2016-03-11,577.26,576.12,580.93,574.81,146.76K,0.23%
2016-03-14,577.98,579.61,579.84,576.26,175.48K,0.12%
2016-03-15,574.04,577.98,578.96,572.59,163.94K,-0.68%
2016-03-16,577.07,573.88,577.96,573.37,148.93K,0.53%
2016-03-17,579.26,581.55,583.53,579.26,165.83K,0.38%
2016-03-18,575.82,579.95,580.81,575.44,226.16K,-0.59%
2016-03-21,572.27,577.65,580.83,572.27,163.80K,-0.62%
2016-03-22,570.91,572.27,573.80,567.80,132.09K,-0.24%
2016-03-23,574.71,570.74,575.22,570.39,142.82K,0.67%
2016-03-24,570.66,573.93,577.21,570.66,166.99K,-0.70%
2016-03-25,572.08,569.48,572.48,564.88,159.14K,0.25%
2016-03-28,575.72,573.69,576.00,571.58,127.86K,0.64%
2016-03-29,568.28,575.63,576.07,568.28,165.10K,-1.29%
2016-03-30,569.91,566.08,571.89,565.55,135.46K,0.29%
2016-03-31,561.22,569.04,570.94,561.22,172.53K,-1.52%
2016-04-01,558.43,560.64,562.73,557.96,131.42K,-0.50%
2016-04-04,555.82,557.56,560.92,554.30,118.85K,-0.47%
2016-04-05,560.32,555.98,560.32,555.15,140.38K,0.81%
2016-04-06,567.79,561.94,567.79,560.63,120.89K,1.33%
2016-04-07,571.60,570.72,572.56,567.01,123.54K,0.67%
2016-04-08,572.34,571.21,574.46,569.09,122.41K,0.13%
2016-04-11,579.27,575.11,581.88,575.01,143.19K,1.21%
2016-04-12,579.84,580.90,582.97,577.17,165.75K,0.10%
2016-04-13,578.02,580.77,582.81,575.65,140.04K,-0.31%
2016-04-14,579.49,575.69,584.81,575.69,116.83K,0.25%
2016-04-15,579.86,581.54,586.36,579.86,124.27K,0.06%
2016-04-19,568.28,578.32,578.44,568.28,138.46K,-2.00%
2016-04-20,568.03,569.80,571.71,565.30,116.43K,-0.04%
2016-04-21,575.73,571.19,577.41,570.71,104.75K,1.36%
2016-04-22,592.48,574.57,592.48,574.57,140.76K,2.91%
2016-04-25,591.58,597.91,601.61,591.58,161.64K,-0.15%
2016-04-26,598.48,590.99,598.48,590.19,176.65K,1.17%
2016-04-27,593.96,601.79,601.79,591.35,149.05K,-0.76%
2016-04-28,591.67,594.98,597.28,589.97,101.20K,-0.39%
2016-04-29,598.37,591.20,599.71,591.20,124.90K,1.13%
2016-05-04,599.07,595.95,603.08,592.43,143.70K,0.12%
2016-05-05,601.51,600.66,605.21,600.50,134.81K,0.41%
2016-05-06,606.52,602.40,608.94,602.17,120.43K,0.83%
2016-05-09,603.85,610.92,612.97,603.85,145.39K,-0.44%
2016-05-10,605.05,600.35,605.46,597.74,143.70K,0.20%
2016-05-11,614.06,606.60,614.06,606.06,162.84K,1.49%
2016-05-12,612.12,615.55,617.56,612.12,93.54K,-0.32%
2016-05-13,610.82,612.32,615.30,608.04,110.63K,-0.21%
2016-05-16,615.78,610.13,616.17,608.49,109.34K,0.81%
2016-05-17,624.75,620.54,626.12,618.67,126.85K,1.46%
2016-05-18,622.45,625.53,627.81,621.79,135.29K,-0.37%
2016-05-19,619.20,621.83,623.68,618.13,141.47K,-0.52%
2016-05-20,614.81,620.72,622.48,614.41,138.84K,-0.71%
2016-05-23,611.03,616.11,616.83,610.45,99.92K,-0.61%
2016-05-24,611.62,612.23,613.14,608.15,115.55K,0.10%
2016-05-25,611.89,613.96,616.38,611.89,139.39K,0.04%
2016-05-26,604.34,611.88,613.37,604.34,116.59K,-1.23%
2016-05-27,608.11,604.36,609.94,603.23,102.56K,0.62%
2016-05-30,614.50,609.98,615.52,608.46,111.12K,1.05%
2016-05-31,618.44,616.22,621.14,614.68,121.51K,0.64%
2016-06-01,619.86,618.18,620.24,616.33,113.21K,0.23%
2016-06-02,623.37,619.19,624.52,618.38,126.64K,0.57%
2016-06-03,621.88,623.21,625.19,621.62,124.29K,-0.24%
2016-06-06,620.05,621.09,624.55,616.98,133.23K,-0.29%
2016-06-07,624.65,622.40,624.69,620.05,115.27K,0.74%
2016-06-08,627.87,626.84,632.68,626.29,139.31K,0.52%
2016-06-09,631.26,628.40,631.26,626.27,119.51K,0.54%
2016-06-10,629.84,629.95,633.47,628.56,134.28K,-0.22%
2016-06-13,623.58,626.26,627.36,621.40,127.06K,-0.99%
2016-06-14,625.43,621.63,626.40,619.13,99.80K,0.30%
2016-06-15,627.02,624.63,628.75,621.76,130.31K,0.25%
2016-06-16,625.11,627.38,630.21,625.11,122.41K,-0.30%
2016-06-17,619.25,622.92,624.59,618.16,148.65K,-0.94%
2016-06-20,626.46,622.04,626.46,620.41,115.10K,1.16%
2016-06-21,628.00,629.03,631.96,628.00,127.75K,0.25%
2016-06-22,626.41,628.77,629.95,625.81,107.96K,-0.25%
2016-06-23,632.27,626.47,632.60,626.47,117.11K,0.94%
2016-06-24,620.77,631.77,631.77,597.68,270.17K,-1.82%
2016-06-27,621.27,616.19,621.27,608.26,107.96K,0.08%
2016-06-28,622.20,617.68,624.85,617.65,89.28K,0.15%
2016-06-29,630.12,623.56,631.25,623.56,122.31K,1.27%
2016-06-30,632.26,633.17,637.46,631.74,106.17K,0.34%
2016-07-01,640.30,632.26,643.55,632.26,126.00K,1.27%
2016-07-04,647.96,643.11,647.96,641.96,137.07K,1.20%
2016-07-05,650.88,650.47,658.45,647.52,149.33K,0.45%
2016-07-06,649.46,646.80,652.36,644.07,136.95K,-0.22%
2016-07-07,661.12,652.49,661.12,652.13,137.26K,1.80%
2016-07-08,658.68,661.07,665.53,655.91,144.00K,-0.37%
2016-07-11,652.26,658.92,664.89,648.77,162.22K,-0.97%
2016-07-12,658.90,652.81,658.90,649.86,175.61K,1.02%
2016-07-13,675.12,662.04,676.06,662.04,159.94K,2.46%
2016-07-14,666.69,675.66,681.75,666.69,160.11K,-1.25%
2016-07-15,664.56,666.69,670.18,661.47,131.14K,-0.32%
2016-07-18,673.50,664.12,673.50,662.25,131.48K,1.35%
2016-07-19,667.76,675.89,677.35,660.09,139.59K,-0.85%
2016-07-20,660.26,667.86,667.86,660.26,129.41K,-1.12%
2016-07-21,659.57,662.72,665.90,656.03,112.38K,-0.10%
2016-07-22,649.87,657.15,658.06,640.26,151.76K,-1.47%
2016-07-25,649.30,651.33,654.17,646.04,97.52K,-0.09%
2016-07-26,648.59,648.58,651.93,642.91,106.20K,-0.11%
2016-07-27,656.11,647.98,656.11,647.74,127.21K,1.16%
2016-07-28,657.14,655.81,657.20,649.86,123.00K,0.16%
2016-07-29,652.23,654.19,657.88,650.98,120.01K,-0.75%
2016-08-01,648.38,655.38,655.38,646.02,92.79K,-0.59%
2016-08-02,636.05,643.20,643.20,633.33,176.39K,-1.90%
2016-08-03,631.61,632.98,634.75,627.66,94.95K,-0.70%
2016-08-04,631.94,633.74,641.02,631.94,112.05K,0.05%
2016-08-05,627.39,629.69,630.18,622.49,125.58K,-0.72%
2016-08-08,629.46,627.39,629.91,622.14,90.03K,0.33%
2016-08-09,637.34,629.66,637.34,629.66,98.87K,1.25%
2016-08-10,648.33,637.21,648.48,637.21,120.83K,1.72%
2016-08-11,660.24,649.27,660.24,648.31,140.93K,1.84%
2016-08-12,655.71,665.14,668.52,652.67,125.03K,-0.69%
2016-08-15,659.47,654.06,659.47,653.64,117.96K,0.57%
2016-08-16,658.11,659.47,662.13,656.83,160.32K,-0.21%
2016-08-17,660.51,659.46,660.76,657.06,123.97K,0.36%
2016-08-18,660.65,663.56,665.94,656.35,131.63K,0.02%
2016-08-19,662.28,664.09,666.93,659.64,109.70K,0.25%
2016-08-22,657.68,662.87,664.95,657.68,116.31K,-0.69%
2016-08-23,659.16,653.58,659.16,652.88,109.08K,0.23%
2016-08-24,660.77,660.95,665.43,659.70,103.85K,0.24%
2016-08-25,658.50,660.77,660.77,656.49,116.13K,-0.34%
2016-08-26,667.75,662.90,668.84,662.90,116.44K,1.40%
2016-08-29,669.44,670.71,679.62,669.44,114.89K,0.25%
2016-08-30,672.67,667.96,672.67,666.33,96.55K,0.48%
2016-08-31,674.63,673.10,676.26,671.39,115.73K,0.29%
2016-09-01,669.19,674.19,674.72,664.77,102.24K,-0.81%
2016-09-05,664.55,669.30,670.08,660.31,110.45K,-0.69%
2016-09-06,663.90,666.38,668.40,663.90,108.99K,-0.10%
2016-09-07,661.28,663.05,663.68,656.22,106.48K,-0.39%
2016-09-08,666.07,661.89,668.20,660.54,124.56K,0.72%
2016-09-09,666.88,669.24,672.39,666.88,106.07K,0.12%
2016-09-12,659.76,665.77,666.04,655.55,101.34K,-1.07%
2016-09-13,659.72,658.61,661.74,654.95,87.74K,-0.01%
2016-09-14,656.64,658.16,661.82,656.64,96.41K,-0.47%
2016-09-15,656.18,657.46,660.32,654.84,112.72K,-0.07%
2016-09-16,651.31,654.68,657.53,651.31,206.94K,-0.74%
2016-09-19,657.89,651.31,658.35,651.31,107.31K,1.01%
2016-09-20,663.37,656.20,663.37,653.28,118.44K,0.83%
2016-09-21,668.48,663.12,668.83,662.79,158.85K,0.77%
2016-09-22,671.38,668.48,675.36,668.48,144.40K,0.43%
2016-09-23,674.09,670.73,674.09,670.30,176.04K,0.40%
2016-09-26,677.04,673.21,677.04,671.51,162.24K,0.44%
2016-09-27,684.89,676.61,684.89,676.24,130.57K,1.16%
2016-09-28,686.72,684.99,687.94,682.98,128.18K,0.27%
2016-09-29,688.55,689.82,692.17,685.91,115.92K,0.27%
2016-09-30,685.73,688.55,689.12,684.62,115.74K,-0.41%
2016-10-03,683.05,687.68,688.42,681.99,121.37K,-0.39%
2016-10-04,684.20,682.82,689.17,680.24,123.10K,0.17%
2016-10-05,687.04,686.41,689.50,685.48,116.97K,0.42%
2016-10-06,687.32,687.04,690.93,687.04,150.66K,0.04%
2016-10-07,683.95,689.51,690.19,680.26,140.06K,-0.49%
2016-10-10,674.19,684.05,684.46,674.19,139.49K,-1.43%
2016-10-11,682.36,677.63,682.36,669.20,148.02K,1.21%
2016-10-12,682.45,683.88,686.18,681.12,120.75K,0.01%
2016-10-13,685.23,680.73,685.23,678.79,125.24K,0.41%
2016-10-14,687.00,685.06,690.62,684.78,164.68K,0.26%
2016-10-17,680.95,687.18,687.94,680.95,113.71K,-0.88%
2016-10-18,682.02,680.44,682.99,678.13,132.56K,0.16%
2016-10-19,688.89,683.83,689.88,683.25,149.35K,1.01%
2016-10-20,686.39,690.45,690.86,685.63,121.09K,-0.36%
2016-10-21,684.83,685.77,687.54,683.76,136.02K,-0.23%
2016-10-24,678.02,683.14,684.51,677.89,125.47K,-0.99%
2016-10-25,676.18,676.29,677.47,670.60,127.87K,-0.27%
2016-10-26,673.61,676.18,676.18,670.80,102.38K,-0.38%
2016-10-27,676.90,672.81,676.90,671.61,91.03K,0.49%
2016-10-28,682.25,676.74,682.25,675.85,117.26K,0.79%
2016-10-31,675.80,682.11,683.34,675.80,130.15K,-0.95%
2016-11-01,676.60,675.13,676.60,672.33,118.66K,0.12%
2016-11-02,671.40,675.68,678.14,671.40,142.39K,-0.77%
2016-11-03,667.63,668.66,668.66,661.86,128.26K,-0.56%
2016-11-04,666.73,666.93,668.99,665.08,87.22K,-0.13%
2016-11-07,674.14,667.12,674.36,666.61,102.95K,1.11%
2016-11-08,676.46,675.82,677.91,674.33,96.71K,0.34%
2016-11-09,670.26,675.57,675.57,656.68,148.00K,-0.92%
2016-11-10,678.17,675.36,678.57,675.18,119.98K,1.18%
2016-11-11,679.20,678.38,679.56,676.73,115.75K,0.15%
2016-11-14,673.05,677.13,679.96,672.45,121.62K,-0.91%
2016-11-15,674.26,673.75,675.73,671.55,118.00K,0.18%
2016-11-16,674.60,674.85,676.90,673.95,111.24K,0.05%
2016-11-17,674.57,674.50,676.48,673.13,128.55K,0.00%
2016-11-18,673.25,673.82,675.15,669.18,104.89K,-0.20%
2016-11-21,674.29,673.20,675.04,671.65,103.61K,0.15%
2016-11-22,681.91,675.23,681.91,675.23,113.02K,1.13%
2016-11-23,683.16,681.17,684.12,679.81,116.63K,0.18%
2016-11-24,678.18,683.61,683.61,676.39,125.30K,-0.73%
2016-11-25,675.87,678.47,678.87,671.48,115.87K,-0.34%
2016-11-28,665.29,672.38,673.18,660.96,107.43K,-1.57%
2016-11-29,658.26,665.11,667.79,658.26,117.03K,-1.06%
2016-11-30,665.07,658.44,665.78,654.99,155.54K,1.03%
2016-12-01,666.54,670.75,670.81,666.54,127.43K,0.22%
2016-12-02,665.14,667.02,667.39,662.09,135.98K,-0.21%
2016-12-05,660.21,663.06,663.87,658.11,157.01K,-0.74%
2016-12-06,651.49,660.68,660.77,648.37,126.60K,-1.32%
2016-12-07,653.53,648.63,654.13,647.33,130.47K,0.31%
2016-12-08,658.89,655.48,660.72,655.48,135.12K,0.82%
2016-12-09,663.07,659.46,664.46,659.46,119.36K,0.63%
2016-12-12,659.70,663.70,664.67,658.84,111.50K,-0.51%
2016-12-13,654.66,662.27,663.54,654.34,135.08K,-0.76%
2016-12-14,665.14,657.39,665.14,657.39,212.10K,1.60%
2016-12-15,665.92,668.07,668.07,664.08,126.55K,0.12%
2016-12-16,675.16,670.43,675.19,668.30,177.18K,1.39%
2016-12-19,674.33,673.98,679.90,673.88,124.37K,-0.12%
2016-12-20,662.66,673.93,674.28,662.66,100.04K,-1.73%
2016-12-21,666.94,662.36,667.06,657.40,130.13K,0.65%
2016-12-22,664.15,669.01,669.95,663.70,94.91K,-0.42%
2016-12-23,664.37,663.75,664.37,659.18,114.63K,0.03%
2016-12-26,662.45,665.67,665.73,662.09,114.88K,-0.29%
2016-12-27,663.86,662.66,665.50,661.41,160.24K,0.21%
2016-12-28,663.50,665.90,666.64,661.80,118.80K,-0.05%
2016-12-29,664.72,666.43,666.43,663.95,116.50K,0.18%
2016-12-30,664.87,664.17,665.49,663.39,121.55K,0.02%
2017-01-03,672.01,665.92,672.34,665.43,84.66K,1.07%
2017-01-04,674.70,672.58,675.93,672.21,110.03K,0.40%
2017-01-05,675.81,674.82,675.92,673.31,102.17K,0.16%
2017-01-06,679.80,675.35,683.76,675.22,127.41K,0.59%
2017-01-09,682.57,681.74,684.88,681.74,101.40K,0.41%
2017-01-10,681.07,682.77,683.02,680.76,87.80K,-0.22%
2017-01-11,687.16,680.85,687.16,680.85,108.71K,0.89%
2017-01-12,686.96,688.71,688.99,685.59,112.44K,-0.03%
2017-01-13,685.06,686.58,688.62,685.06,94.95K,-0.28%
2017-01-16,677.94,684.62,684.82,677.85,89.57K,-1.04%
2017-01-17,684.71,678.83,684.73,678.83,108.97K,1.00%
2017-01-18,683.28,683.74,688.07,683.28,101.06K,-0.21%
2017-01-19,682.31,683.02,684.19,680.80,89.19K,-0.14%
2017-01-20,686.26,684.05,688.42,684.05,90.69K,0.58%
2017-01-23,687.15,687.83,689.47,686.46,87.81K,0.13%
2017-01-24,691.36,687.08,692.75,687.08,98.37K,0.61%
2017-01-25,697.28,693.07,697.28,691.19,98.35K,0.86%
2017-02-02,703.18,699.80,703.20,697.71,86.42K,0.85%
2017-02-03,700.35,704.69,708.10,700.09,124.67K,-0.40%
2017-02-06,700.04,702.02,702.02,696.92,126.96K,-0.04%
2017-02-07,701.91,699.99,703.30,698.99,158.64K,0.27%
2017-02-08,702.04,702.67,702.77,700.47,156.11K,0.02%
2017-02-09,700.65,700.93,702.64,700.21,147.55K,-0.20%
2017-02-10,703.78,701.15,704.08,701.15,138.32K,0.45%
2017-02-13,705.90,704.61,706.47,703.58,161.22K,0.30%
2017-02-14,706.26,706.41,707.32,703.85,175.12K,0.05%
2017-02-15,711.57,706.84,711.73,706.84,169.00K,0.75%
2017-02-16,709.35,712.61,717.57,709.35,198.42K,-0.31%
2017-02-17,707.83,709.52,710.21,705.84,166.18K,-0.21%
2017-02-20,710.59,705.72,711.40,704.41,199.90K,0.39%
2017-02-21,716.55,711.49,718.06,711.49,210.81K,0.84%
2017-02-22,717.24,717.77,719.09,715.36,231.76K,0.10%
2017-02-23,716.87,717.49,719.58,712.36,228.28K,-0.05%
2017-02-24,714.47,716.35,717.94,713.70,232.80K,-0.33%
2017-02-27,717.44,711.70,718.37,711.70,182.51K,0.42%
2017-02-28,710.79,718.24,719.14,710.79,192.32K,-0.93%
2017-03-01,709.52,710.70,712.49,705.79,222.20K,-0.18%
2017-03-02,707.51,712.68,713.53,707.51,176.45K,-0.28%
2017-03-03,712.62,708.23,712.62,705.83,170.92K,0.72%
2017-03-06,716.29,714.61,718.04,714.01,172.20K,0.51%
2017-03-07,716.54,716.46,716.95,714.27,195.68K,0.03%
2017-03-08,716.60,715.04,718.78,713.89,175.66K,0.01%
2017-03-09,715.80,715.86,718.23,714.96,195.41K,-0.11%
2017-03-10,712.21,715.85,716.81,712.21,197.43K,-0.50%
2017-03-13,710.17,711.93,712.63,707.63,146.59K,-0.29%
2017-03-14,714.71,709.90,716.49,709.29,134.82K,0.64%
2017-03-15,713.14,715.63,716.49,713.14,139.57K,-0.22%
2017-03-16,714.92,712.56,715.03,710.66,179.09K,0.25%
2017-03-17,710.54,715.82,717.10,710.54,253.20K,-0.61%
2017-03-20,715.07,711.44,717.54,711.44,175.29K,0.64%
2017-03-21,716.18,717.03,718.80,714.78,231.63K,0.16%
2017-03-22,712.94,715.78,720.68,712.94,269.00K,-0.45%
2017-03-23,719.56,712.61,719.56,712.61,192.35K,0.93%
2017-03-24,722.14,719.56,724.36,719.56,214.78K,0.36%
2017-03-27,723.52,723.23,725.57,721.41,233.19K,0.19%
2017-03-28,719.26,724.37,725.00,718.66,221.92K,-0.59%
2017-03-29,720.47,719.08,721.92,718.37,193.99K,0.17%
2017-03-30,723.86,721.87,725.91,721.87,195.79K,0.47%
2017-03-31,722.31,725.97,726.67,722.31,213.14K,-0.21%
2017-04-03,722.38,723.02,724.37,721.58,183.07K,0.01%
2017-04-04,724.14,723.70,724.67,722.79,214.30K,0.24%
2017-04-05,723.22,724.89,726.03,722.49,217.98K,-0.13%
2017-04-07,727.95,721.85,727.95,720.28,229.96K,0.65%
2017-04-10,729.87,728.71,730.90,727.77,152.42K,0.26%
2017-04-11,731.33,730.15,732.24,730.15,210.27K,0.20%
2017-04-12,725.58,731.62,732.87,724.48,249.51K,-0.79%
2017-04-13,724.35,725.54,727.34,723.88,190.43K,-0.17%
2017-04-14,718.45,722.47,722.96,714.13,195.28K,-0.81%
2017-04-17,710.83,718.93,721.78,710.83,170.26K,-1.06%
2017-04-18,714.93,708.64,714.93,705.55,178.13K,0.58%
2017-04-19,716.77,714.87,716.77,714.02,151.57K,0.26%
2017-04-20,712.66,716.76,716.76,712.66,137.64K,-0.57%
2017-04-21,712.41,712.77,715.08,711.08,202.27K,-0.04%
2017-04-24,709.39,711.60,712.77,709.39,154.88K,-0.42%
2017-04-25,707.58,709.00,709.81,706.04,137.23K,-0.26%
2017-04-26,710.04,706.36,710.04,706.32,142.34K,0.35%
2017-04-27,716.53,711.74,716.53,711.38,187.19K,0.91%
2017-04-28,717.73,715.90,718.54,713.83,190.64K,0.17%
2017-05-03,719.54,718.70,719.54,716.66,229.58K,0.25%
2017-05-04,722.02,717.98,723.22,717.98,215.83K,0.34%
2017-05-05,720.00,720.39,721.65,719.86,194.38K,-0.28%
2017-05-08,718.86,720.61,720.61,717.98,232.46K,-0.16%
2017-05-09,722.11,718.86,722.11,716.95,224.90K,0.45%
2017-05-10,724.31,721.94,727.52,721.81,228.17K,0.30%
2017-05-11,724.99,724.84,726.82,723.39,223.04K,0.09%
2017-05-12,725.37,724.63,726.40,724.41,188.85K,0.05%
2017-05-15,725.35,725.25,726.19,723.18,240.89K,0.00%
2017-05-16,725.03,725.84,727.86,725.03,294.21K,-0.04%
2017-05-17,727.20,724.01,728.01,722.81,206.67K,0.30%
2017-05-18,726.99,727.20,729.00,723.80,219.68K,-0.03%
2017-05-19,733.82,727.61,733.82,726.79,211.59K,0.94%
2017-05-22,744.10,738.63,746.87,738.63,272.76K,1.40%
2017-05-23,740.93,744.32,746.18,740.28,266.86K,-0.43%
2017-05-24,742.74,739.91,744.27,737.30,225.26K,0.24%
2017-05-25,741.91,744.24,746.48,740.89,205.89K,-0.11%
2017-05-26,743.41,741.40,743.46,740.60,193.18K,0.20%
2017-05-29,746.25,746.08,748.06,745.31,252.31K,0.38%
2017-05-30,738.21,747.07,747.43,738.21,261.22K,-1.08%
2017-05-31,737.82,738.91,741.93,735.39,214.22K,-0.05%
2017-06-01,741.80,739.45,742.23,738.71,152.24K,0.54%
2017-06-02,738.81,741.48,742.11,736.09,184.55K,-0.40%
2017-06-05,743.49,739.13,745.14,738.35,218.61K,0.63%
2017-06-06,751.31,743.99,751.31,743.99,185.36K,1.05%
2017-06-07,753.46,752.75,754.92,751.65,211.21K,0.29%
2017-06-08,750.13,751.70,751.96,748.91,262.70K,-0.44%
2017-06-09,749.72,749.46,752.01,749.04,178.52K,-0.05%
2017-06-12,751.09,751.33,753.41,749.00,184.32K,0.18%
2017-06-13,756.89,751.09,756.89,750.10,204.17K,0.77%
2017-06-14,760.77,758.26,761.70,756.82,206.34K,0.51%
2017-06-15,760.57,760.38,762.98,758.17,193.28K,-0.03%
2017-06-16,761.24,761.75,762.43,759.98,221.69K,0.09%
2017-06-19,766.83,763.75,766.83,762.33,199.98K,0.73%
2017-06-20,767.99,767.59,768.29,764.42,229.11K,0.15%
2017-06-21,767.41,765.71,767.83,758.90,248.54K,-0.08%
2017-06-22,766.30,768.41,769.99,766.30,224.84K,-0.14%
2017-06-23,769.01,765.66,769.01,763.64,254.93K,0.35%
2017-06-26,772.52,770.50,773.14,769.73,235.11K,0.46%
2017-06-27,767.51,773.15,773.40,767.19,235.65K,-0.65%
2017-06-28,769.04,766.82,769.04,762.78,203.56K,0.20%
2017-06-29,771.75,771.26,773.08,769.89,211.88K,0.35%
2017-06-30,776.47,773.46,776.50,773.46,194.38K,0.61%
2017-07-03,778.88,777.20,780.01,775.53,195.52K,0.31%
2017-07-04,775.54,779.15,779.15,772.90,232.64K,-0.43%
2017-07-05,778.32,775.85,778.32,773.81,216.49K,0.36%
2017-07-06,782.65,780.50,782.77,779.99,238.45K,0.56%
2017-07-07,775.73,783.73,783.81,775.73,261.56K,-0.88%
2017-07-10,766.56,775.85,775.85,764.43,217.18K,-1.18%
2017-07-11,769.36,766.56,769.36,761.57,225.54K,0.37%
2017-07-12,774.17,772.60,775.08,769.83,176.53K,0.63%
2017-07-13,778.30,777.12,778.30,773.85,200.64K,0.53%
2017-07-14,777.60,779.72,780.65,776.88,209.25K,-0.09%
2017-07-17,768.91,777.70,778.30,766.47,254.75K,-1.12%
2017-07-18,767.49,766.88,770.37,762.68,237.79K,-0.18%
2017-07-19,771.30,771.33,774.12,770.18,236.85K,0.50%
2017-07-20,768.41,768.56,768.56,763.55,183.49K,-0.37%
2017-07-21,761.86,768.90,770.43,761.86,179.98K,-0.85%
2017-07-24,759.74,759.97,761.64,753.82,158.87K,-0.28%
2017-07-25,767.27,757.43,767.27,757.35,180.74K,0.99%
2017-07-26,773.88,769.35,773.88,764.92,208.32K,0.86%
2017-07-27,771.50,773.21,774.97,770.30,202.37K,-0.31%
2017-07-28,777.09,771.21,777.09,770.82,199.88K,0.72%
2017-07-31,783.55,777.54,783.58,776.72,267.11K,0.83%
2017-08-01,786.81,784.44,787.68,784.15,206.36K,0.42%
2017-08-02,786.23,783.45,788.97,779.81,218.99K,-0.07%
2017-08-03,788.49,786.23,790.82,786.19,208.92K,0.29%
2017-08-04,788.68,789.46,790.12,786.09,202.95K,0.02%
2017-08-07,792.98,789.41,796.09,788.66,222.64K,0.55%
2017-08-08,791.57,795.80,796.62,789.84,228.90K,-0.18%
2017-08-09,773.66,789.15,789.15,773.66,307.86K,-2.26%
2017-08-10,773.43,769.58,776.77,769.58,190.13K,-0.03%
2017-08-11,772.08,773.43,774.31,769.14,169.87K,-0.17%
2017-08-14,776.17,770.65,776.42,770.65,185.52K,0.53%
2017-08-15,771.06,776.64,776.83,770.09,152.54K,-0.66%
2017-08-16,773.57,771.10,773.57,766.80,169.79K,0.33%
2017-08-17,767.59,773.48,774.47,767.59,238.33K,-0.77%
2017-08-18,768.97,762.82,770.79,762.46,196.32K,0.18%
2017-08-21,768.79,767.42,769.71,765.95,169.70K,-0.02%
2017-08-22,761.26,768.20,768.44,760.30,154.11K,-0.98%
2017-08-23,765.98,762.42,765.98,759.01,158.56K,0.62%
2017-08-24,769.77,766.48,771.65,764.64,219.61K,0.49%
2017-08-25,771.63,769.07,771.63,768.57,225.18K,0.24%
2017-08-28,777.26,771.81,777.26,770.51,258.57K,0.73%
2017-08-29,774.03,773.91,777.11,773.87,264.85K,-0.42%
2017-08-30,778.65,774.31,778.65,773.85,203.15K,0.60%
2017-08-31,782.76,779.19,785.78,778.19,211.65K,0.53%
2017-09-01,788.73,784.42,789.19,784.18,146.63K,0.76%
2017-09-05,792.31,790.26,794.46,787.80,165.41K,0.45%
2017-09-06,793.55,792.16,793.82,788.89,155.71K,0.16%
2017-09-07,796.72,793.61,798.58,792.77,154.51K,0.40%
2017-09-08,801.20,797.98,802.90,797.82,132.50K,0.56%
2017-09-11,797.47,801.20,805.44,797.47,155.94K,-0.47%
2017-09-12,799.94,795.53,801.01,794.88,153.20K,0.31%
2017-09-13,802.78,802.85,804.38,800.39,150.28K,0.36%
2017-09-14,806.32,803.34,807.29,803.23,162.90K,0.44%
2017-09-15,805.82,803.35,805.82,802.08,163.95K,-0.06%
2017-09-18,807.87,808.51,809.39,805.37,173.96K,0.25%
2017-09-19,805.93,807.41,810.13,805.87,172.85K,-0.24%
2017-09-20,805.86,806.88,807.51,803.33,150.76K,-0.01%
2017-09-21,803.93,805.29,806.52,802.60,138.75K,-0.24%
2017-09-22,807.13,805.15,808.16,803.94,176.70K,0.40%
2017-09-25,805.58,806.90,807.64,802.23,149.15K,-0.19%
2017-09-26,805.35,806.40,806.84,801.66,171.21K,-0.03%
2017-09-27,803.77,803.32,805.04,801.74,157.40K,-0.20%
2017-09-28,804.82,803.10,810.35,803.10,192.67K,0.13%
2017-09-29,804.42,805.07,808.77,804.42,139.48K,-0.05%
