Date,Price,Open,High,Low,Vol.,Change %
2007-08-03,892.88,895.22,895.22,892.88,5.90K,-2.01%
2007-08-06,883.90,892.41,892.41,883.90,4.23K,-1.01%
2007-08-07,896.91,890.75,898.26,890.75,4.16K,1.47%
2007-08-08,910.05,901.53,910.05,901.53,4.84K,1.47%
2007-08-09,938.21,923.15,938.21,923.15,8.63K,3.09%
2007-08-10,935.68,942.33,942.33,929.37,7.60K,-0.27%
2007-08-13,909.15,916.00,916.00,909.15,5.33K,-2.84%
2007-08-14,923.15,912.82,923.15,912.82,5.18K,1.54%
2007-08-15,915.34,918.17,918.17,914.44,3.69K,-0.85%
2007-08-16,900.26,904.67,904.67,900.26,6.14K,-1.65%
2007-08-17,887.93,886.92,889.51,886.92,4.38K,-1.37%
2007-08-20,890.02,875.87,890.02,875.87,7.94K,0.24%
2007-08-21,895.72,897.03,897.36,895.72,7.38K,0.64%
2007-08-22,892.07,898.62,898.62,892.07,6.26K,-0.41%
2007-08-23,887.62,891.50,891.50,887.62,9.03K,-0.50%
2007-08-24,905.48,897.06,905.48,897.06,8.01K,2.01%
2007-08-27,909.07,911.01,911.01,908.27,8.89K,0.40%
2007-08-28,902.58,904.75,904.75,901.50,5.24K,-0.71%
2007-08-29,901.17,895.54,901.17,894.67,6.64K,-0.16%
2007-08-30,903.94,901.26,904.98,901.26,5.35K,0.31%
2007-08-31,908.37,904.57,910.07,904.57,7.85K,0.49%
2007-09-04,929.85,919.87,929.85,919.87,8.27K,2.36%
2007-09-05,925.57,938.76,938.76,925.57,8.95K,-0.46%
2007-09-06,928.36,926.11,928.36,925.99,7.34K,0.30%
2007-09-07,934.13,929.53,934.13,929.53,6.76K,0.62%
2007-09-10,927.14,933.02,933.02,927.14,7.75K,-0.75%
2007-09-11,920.48,925.28,925.28,920.48,13.48K,-0.72%
2007-09-12,921.19,922.66,923.83,921.19,7.11K,0.08%
2007-09-13,921.31,920.55,921.31,920.55,9.38K,0.01%
2007-09-14,930.46,924.14,930.46,924.14,5.46K,0.99%
2007-09-17,934.74,932.38,934.74,932.38,11.29K,0.46%
2007-09-18,935.17,933.78,935.17,933.78,7.65K,0.05%
2007-09-19,946.22,942.52,946.22,942.52,9.23K,1.18%
2007-09-20,963.61,960.56,963.61,960.56,11.03K,1.84%
2007-09-21,958.67,965.20,965.20,958.67,11.38K,-0.51%
2007-09-24,975.82,967.89,975.82,967.89,12.06K,1.79%
2007-09-25,"1,009.88","1,005.79","1,009.88","1,005.50",15.51K,3.49%
2007-09-26,"1,015.91","1,029.73","1,029.73","1,015.39",16.59K,0.60%
2007-09-27,"1,014.09","1,012.26","1,014.09","1,009.83",13.03K,-0.18%
2007-09-28,"1,046.86","1,030.77","1,046.86","1,030.77",15.06K,3.23%
2007-10-01,"1,084.39","1,072.72","1,084.39","1,072.72",21.25K,3.59%
2007-10-02,"1,099.48","1,096.97","1,099.48","1,092.30",17.81K,1.39%
2007-10-03,"1,106.60","1,099.34","1,106.60","1,099.23",14.94K,0.65%
2007-10-04,"1,087.76","1,107.80","1,107.80","1,087.76",16.98K,-1.70%
2007-10-05,"1,081.63","1,086.92","1,086.92","1,081.63",16.63K,-0.56%
2007-10-08,"1,084.87","1,084.58","1,088.11","1,084.58",14.13K,0.30%
2007-10-09,"1,097.36","1,093.07","1,097.36","1,093.07",14.88K,1.15%
2007-10-10,"1,104.67","1,110.78","1,110.78","1,104.67",14.30K,0.67%
2007-10-11,"1,099.31","1,107.05","1,107.05","1,099.31",12.79K,-0.49%
2007-10-12,"1,104.61","1,097.58","1,104.61","1,097.58",16.23K,0.48%
2007-10-15,"1,105.21","1,104.42","1,105.21","1,103.94",13.10K,0.05%
2007-10-16,"1,103.88","1,106.67","1,106.67","1,103.79",15.47K,-0.12%
2007-10-17,"1,101.29","1,106.21","1,106.72","1,101.29",13.67K,-0.23%
2007-10-18,"1,088.68","1,094.93","1,094.93","1,088.68",15.48K,-1.15%
2007-10-19,"1,097.07","1,078.21","1,097.07","1,078.21",12.49K,0.77%
2007-10-22,"1,085.74","1,091.76","1,091.76","1,085.74",10.91K,-1.03%
2007-10-23,"1,075.29","1,079.06","1,079.06","1,075.29",13.14K,-0.96%
2007-10-24,"1,096.20","1,079.60","1,096.20","1,079.60",12.78K,1.94%
2007-10-25,"1,095.53","1,103.09","1,103.09","1,095.53",16.93K,-0.06%
2007-10-26,"1,092.48","1,095.28","1,095.28","1,092.48",12.47K,-0.28%
2007-10-29,"1,064.20","1,074.87","1,074.87","1,064.20",17.29K,-2.59%
2007-10-30,"1,069.78","1,068.31","1,071.15","1,068.31",12.16K,0.52%
2007-10-31,"1,065.09","1,065.68","1,068.80","1,065.09",12.79K,-0.44%
2007-11-01,"1,075.92","1,074.46","1,075.92","1,074.46",14.46K,1.02%
2007-11-02,"1,066.63","1,074.68","1,074.68","1,066.63",11.29K,-0.86%
2007-11-05,"1,047.15","1,045.31","1,047.65","1,045.31",14.74K,-1.83%
2007-11-06,"1,031.71","1,036.57","1,036.57","1,031.71",13.19K,-1.47%
2007-11-07,"1,031.20","1,026.05","1,031.20","1,026.05",14.92K,-0.05%
2007-11-08,"1,026.47","1,031.95","1,031.95","1,026.47",13.62K,-0.46%
2007-11-09,"1,018.29","1,012.43","1,018.29","1,011.09",12.99K,-0.80%
2007-11-12,"1,006.12","1,012.50","1,012.50","1,006.12",13.95K,-1.20%
2007-11-13,973.59,999.38,999.38,973.59,13.57K,-3.23%
2007-11-14,993.75,986.91,"1,007.94",986.91,20.07K,2.07%
2007-11-15,"1,002.71","1,007.06","1,007.06","1,001.28",14.43K,0.90%
2007-11-16,998.22,996.07,998.22,996.07,11.75K,-0.45%
2007-11-19,998.75,996.48,998.75,996.41,8.50K,0.05%
2007-11-20,983.52,984.30,984.91,983.52,8.47K,-1.52%
2007-11-21,971.49,963.56,971.79,963.56,10.56K,-1.22%
2007-11-22,977.17,977.57,980.02,977.17,8.85K,0.58%
2007-11-23,975.92,979.11,979.11,974.44,8.98K,-0.13%
2007-11-26,991.38,982.18,991.38,982.18,12.75K,1.58%
2007-11-27,988.08,998.72,998.72,988.08,10.24K,-0.33%
2007-11-28,984.57,988.59,988.59,984.57,9.22K,-0.36%
2007-11-29,980.09,984.86,984.86,980.09,8.96K,-0.46%
2007-11-30,972.35,973.19,974.39,972.35,10.18K,-0.79%
2007-12-03,987.96,977.86,987.96,977.86,9.96K,1.61%
2007-12-04,988.91,990.51,990.51,988.91,10.73K,0.10%
2007-12-05,976.21,981.95,981.95,976.21,8.37K,-1.28%
2007-12-06,974.46,973.65,974.46,971.67,7.40K,-0.18%
2007-12-07,974.63,970.15,976.19,970.15,8.97K,0.02%
2007-12-10,958.48,966.72,966.72,958.48,10.42K,-1.66%
2007-12-11,941.04,948.91,948.91,941.04,8.63K,-1.82%
2007-12-12,946.32,936.20,952.24,936.20,9.43K,0.56%
2007-12-13,930.36,941.76,941.76,930.36,6.85K,-1.69%
2007-12-14,922.09,924.11,926.10,922.09,8.36K,-0.89%
2007-12-17,911.15,918.61,918.61,911.15,7.97K,-1.19%
2007-12-18,919.60,911.42,919.60,911.42,7.87K,0.93%
2007-12-19,946.78,932.59,946.78,932.59,10.30K,2.96%
2007-12-20,930.45,949.15,949.15,930.45,9.02K,-1.72%
2007-12-21,935.07,930.37,935.07,930.37,8.38K,0.50%
2007-12-24,930.86,933.66,933.66,930.86,7.32K,-0.45%
2007-12-25,918.43,925.11,925.11,918.43,7.54K,-1.34%
2007-12-26,924.37,917.31,924.37,917.31,8.59K,0.65%
2007-12-27,921.75,923.08,923.08,921.75,7.98K,-0.28%
2007-12-28,927.02,920.72,927.02,920.72,5.90K,0.57%
2008-01-02,921.07,925.66,926.01,921.07,6.47K,-0.64%
2008-01-03,908.25,913.56,915.46,908.25,8.89K,-1.39%
2008-01-04,903.09,904.83,905.38,903.09,8.13K,-0.57%
2008-01-07,887.08,899.53,899.53,884.03,9.24K,-1.77%
2008-01-08,893.74,892.68,899.22,892.68,9.69K,0.75%
2008-01-09,878.41,888.69,889.12,878.41,8.31K,-1.72%
2008-01-10,850.07,858.07,858.56,849.69,12.59K,-3.23%
2008-01-11,860.77,860.52,867.50,860.13,7.57K,1.26%
2008-01-14,841.00,859.29,859.29,841.00,10.68K,-2.30%
2008-01-15,808.83,819.04,820.20,807.72,10.68K,-3.83%
2008-01-16,846.07,836.43,846.07,835.20,14.17K,4.60%
2008-01-17,833.81,861.78,861.78,830.74,11.57K,-1.45%
2008-01-18,847.05,831.08,847.05,828.22,7.37K,1.59%
2008-01-21,833.88,839.31,839.37,833.88,9.73K,-1.55%
2008-01-22,807.74,808.46,813.01,807.74,12.75K,-3.13%
2008-01-23,776.68,785.77,787.12,775.30,11.31K,-3.85%
2008-01-24,764.13,785.92,790.52,764.13,12.85K,-1.62%
2008-01-25,776.04,763.66,778.82,762.99,7.89K,1.56%
2008-01-28,785.07,781.92,785.07,775.90,7.59K,1.16%
2008-01-29,811.61,787.30,811.61,786.42,9.96K,3.38%
2008-01-30,843.10,844.95,848.88,843.10,13.93K,3.88%
2008-01-31,844.11,831.74,844.11,826.03,17.33K,0.12%
2008-02-01,859.62,854.15,859.62,852.32,15.36K,1.84%
2008-02-12,841.23,857.02,857.02,840.50,6.56K,-2.14%
2008-02-13,817.86,830.54,830.77,817.86,8.11K,-2.78%
2008-02-14,823.46,824.34,832.66,823.46,9.04K,0.68%
2008-02-15,816.03,821.00,821.03,813.89,5.84K,-0.90%
2008-02-18,782.57,784.80,786.45,780.78,14.53K,-4.10%
2008-02-19,776.79,764.42,780.91,764.17,14.49K,-0.74%
2008-02-20,744.92,775.30,775.93,744.92,12.81K,-4.10%
2008-02-21,710.45,711.78,712.27,710.17,20.13K,-4.63%
2008-02-22,687.10,678.32,687.10,677.79,16.38K,-3.29%
2008-02-25,715.04,706.00,715.25,706.00,23.91K,4.07%
2008-02-26,692.91,714.86,714.86,692.83,13.42K,-3.09%
2008-02-27,686.49,681.45,704.67,681.35,11.10K,-0.93%
2008-02-28,678.12,687.75,688.70,677.80,10.96K,-1.22%
2008-02-29,663.30,670.49,672.15,661.75,12.89K,-2.19%
2008-03-03,635.24,646.08,646.31,634.22,12.25K,-4.23%
2008-03-04,608.88,608.05,608.88,606.10,21.83K,-4.15%
2008-03-05,583.45,581.19,583.45,580.40,12.21K,-4.18%
2008-03-06,611.17,609.77,611.26,609.77,28.05K,4.75%
2008-03-07,640.14,638.23,640.14,638.03,10.08K,4.74%
2008-03-10,658.29,667.63,669.24,657.53,27.31K,2.84%
2008-03-11,638.71,642.87,643.68,638.71,19.40K,-2.97%
2008-03-12,643.90,632.08,654.47,632.08,16.31K,0.81%
2008-03-13,647.60,655.18,655.18,644.66,15.01K,0.57%
2008-03-14,643.80,640.04,643.92,640.04,12.42K,-0.59%
2008-03-17,615.71,623.23,624.31,615.71,17.88K,-4.36%
2008-03-18,588.26,588.63,589.57,588.17,9.69K,-4.46%
2008-03-19,573.45,584.53,592.18,573.45,27.94K,-2.52%
2008-03-20,564.82,568.32,576.41,564.82,15.18K,-1.50%
2008-03-21,545.68,553.05,553.69,545.68,14.59K,-3.39%
2008-03-24,521.07,524.72,525.24,521.07,10.08K,-4.51%
2008-03-25,496.64,497.25,497.39,496.64,9.44K,-4.69%
2008-03-26,504.67,495.02,504.78,494.40,20.17K,1.62%
2008-03-27,508.75,507.79,508.79,507.79,7.42K,0.81%
2008-03-28,512.70,512.19,512.74,512.19,3.70K,0.78%
2008-03-31,516.85,516.59,516.85,516.58,4.84K,0.81%
2008-04-01,520.99,520.53,520.99,520.53,2.90K,0.80%
2008-04-02,525.11,524.38,525.11,524.38,3.14K,0.79%
2008-04-03,529.23,528.46,529.23,528.46,9.64K,0.78%
2008-04-04,533.00,531.56,533.00,531.56,1.58K,0.71%
2008-04-07,542.33,541.42,542.33,541.37,7.55K,1.75%
2008-04-08,548.56,550.68,550.68,544.29,26.85K,1.15%
2008-04-09,552.05,552.42,552.42,550.03,11.03K,0.64%
2008-04-10,545.73,549.17,549.17,543.88,10.10K,-1.14%
2008-04-11,539.01,537.71,539.01,536.97,9.26K,-1.23%
2008-04-16,531.38,530.90,531.73,530.04,6.43K,-1.42%
2008-04-17,537.58,523.52,537.58,523.45,14.09K,1.17%
2008-04-18,537.31,540.08,540.08,534.51,10.84K,-0.05%
2008-04-21,534.92,534.62,534.92,532.52,7.72K,-0.44%
2008-04-22,530.62,530.26,530.62,528.60,5.34K,-0.80%
2008-04-23,521.95,523.60,523.60,521.82,7.46K,-1.63%
2008-04-24,518.42,515.14,518.42,515.02,7.52K,-0.68%
2008-04-25,515.88,514.37,515.88,513.93,7.33K,-0.49%
2008-04-28,519.42,514.79,519.62,514.44,9.77K,0.69%
2008-04-29,522.36,523.86,524.07,520.41,10.16K,0.57%
2008-05-05,521.28,523.29,523.75,521.28,6.24K,-0.21%
2008-05-06,518.35,518.21,518.35,516.21,7.40K,-0.56%
2008-05-07,515.26,514.66,515.26,510.94,6.75K,-0.60%
2008-05-08,507.94,507.31,507.94,506.43,5.43K,-1.42%
2008-05-09,500.33,499.59,500.33,499.42,3.51K,-1.50%
2008-05-12,492.04,492.95,493.27,492.04,2.76K,-1.66%
2008-05-13,483.92,484.77,484.77,483.92,1.34K,-1.65%
2008-05-14,475.50,477.29,477.29,475.50,1.93K,-1.74%
2008-05-15,466.67,468.56,468.56,466.67,2.66K,-1.86%
2008-05-16,460.04,459.62,461.96,459.37,9.14K,-1.42%
2008-05-19,455.67,453.93,455.67,453.45,6.61K,-0.95%
2008-05-20,449.24,450.03,450.38,448.94,6.33K,-1.41%
2008-05-21,441.75,442.47,442.47,441.53,5.22K,-1.67%
2008-05-22,434.75,435.64,435.73,434.75,8.13K,-1.58%
2008-05-23,428.05,427.84,428.20,427.53,4.95K,-1.54%
2008-05-26,420.51,422.48,422.48,420.51,5.16K,-1.76%
2008-05-30,414.10,413.99,414.14,413.77,4.72K,-1.52%
2008-06-02,407.94,408.20,408.20,407.32,10.18K,-1.49%
2008-06-03,401.20,402.39,402.39,401.14,4.99K,-1.65%
2008-06-04,395.66,395.54,395.66,394.63,8.99K,-1.38%
2008-06-05,390.08,390.86,390.98,390.06,5.49K,-1.41%
2008-06-06,384.24,385.18,385.20,384.05,3.18K,-1.50%
2008-06-09,379.12,380.23,380.23,379.12,3.01K,-1.33%
2008-06-10,373.00,374.33,374.53,373.00,3.51K,-1.61%
2008-06-11,370.45,368.06,371.73,367.46,12.81K,-0.68%
2008-06-12,370.55,368.17,370.55,368.10,7.68K,0.03%
2008-06-13,372.68,370.83,373.97,370.83,12.32K,0.57%
2008-06-16,378.20,376.23,378.68,376.23,17.34K,1.48%
2008-06-17,384.71,384.17,384.72,384.08,9.68K,1.72%
2008-06-18,382.07,389.01,389.01,380.09,24.17K,-0.69%
2008-06-19,373.27,372.80,373.27,371.94,7.46K,-2.30%
2008-06-20,366.02,364.71,366.04,364.32,7.87K,-1.94%
2008-06-23,368.95,367.08,369.69,367.00,10.36K,0.80%
2008-06-24,375.97,373.00,375.97,372.89,7.36K,1.90%
2008-06-25,383.78,382.36,383.78,382.13,9.31K,2.08%
2008-06-26,386.48,392.69,392.69,382.32,15.35K,0.70%
2008-06-27,392.61,385.21,392.78,383.47,10.81K,1.59%
2008-06-30,399.40,395.27,399.40,394.97,7.97K,1.73%
2008-07-01,409.61,406.46,409.83,406.44,9.28K,2.56%
2008-07-02,419.29,417.78,420.04,417.21,16.88K,2.36%
2008-07-03,430.05,428.80,430.13,428.51,10.78K,2.57%
2008-07-04,439.68,441.43,441.50,439.68,11.91K,2.24%
2008-07-07,435.89,448.49,448.49,431.72,26.28K,-0.86%
2008-07-08,436.71,427.35,436.71,426.49,17.11K,0.19%
2008-07-09,439.55,439.21,440.76,438.72,17.01K,0.65%
2008-07-10,446.60,444.26,446.60,443.95,14.31K,1.60%
2008-07-11,456.64,453.70,456.64,453.70,13.58K,2.25%
2008-07-14,467.94,466.31,467.94,465.39,10.07K,2.47%
2008-07-15,479.80,479.62,479.80,478.71,11.98K,2.53%
2008-07-16,486.53,486.74,486.74,476.52,38.67K,1.40%
2008-07-17,489.83,492.61,493.17,489.83,16.08K,0.68%
2008-07-18,483.05,480.09,487.40,480.09,27.68K,-1.38%
2008-07-21,470.82,472.95,473.45,470.11,16.15K,-2.53%
2008-07-22,457.88,461.31,461.31,457.88,2.56K,-2.75%
2008-07-23,445.59,451.17,451.17,445.59,2.02K,-2.68%
2008-07-24,435.79,435.73,440.99,434.01,23.98K,-2.20%
2008-07-25,429.46,428.04,429.46,427.40,9.23K,-1.45%
2008-07-28,434.64,426.23,434.64,425.94,16.58K,1.21%
2008-07-29,444.40,443.45,445.12,443.45,15.82K,2.25%
2008-07-30,448.27,448.39,448.81,442.83,21.13K,0.87%
2008-07-31,451.36,447.42,451.36,444.94,14.08K,0.69%
2008-08-01,447.11,447.37,449.86,446.48,12.39K,-0.94%
2008-08-04,439.41,439.49,440.52,438.17,12.54K,-1.72%
2008-08-05,430.26,429.78,430.26,428.63,10.52K,-2.08%
2008-08-06,437.45,431.43,437.45,431.43,16.67K,1.67%
2008-08-07,438.83,446.85,446.87,438.83,17.70K,0.32%
2008-08-08,444.28,441.79,444.29,438.82,14.91K,1.24%
2008-08-11,454.80,454.87,455.08,454.04,15.72K,2.37%
2008-08-12,459.89,464.09,464.62,456.27,23.09K,1.12%
2008-08-13,464.01,460.28,465.17,457.31,21.83K,0.90%
2008-08-14,476.50,470.14,476.56,469.64,20.70K,2.69%
2008-08-15,488.94,488.81,489.18,488.69,10.62K,2.61%
2008-08-18,508.05,504.14,508.48,503.65,18.83K,3.91%
2008-08-19,511.53,504.14,511.53,503.65,34.28K,0.68%
2008-08-20,508.47,497.75,514.95,497.75,32.39K,-0.60%
2008-08-21,525.98,512.54,525.98,510.69,25.48K,3.44%
2008-08-22,526.98,535.99,536.61,526.98,23.32K,0.19%
2008-08-25,548.25,544.75,548.72,542.89,22.65K,4.04%
2008-08-26,561.67,568.36,569.54,561.67,20.20K,2.45%
2008-08-27,561.85,568.91,575.71,561.85,33.65K,0.03%
2008-08-28,547.69,549.84,551.30,547.45,37.14K,-2.52%
2008-08-29,539.10,533.10,539.10,531.37,33.19K,-1.57%
2008-09-03,555.14,552.60,559.34,552.60,17.64K,2.98%
2008-09-04,558.56,556.61,558.62,549.71,31.51K,0.62%
2008-09-05,546.66,551.35,553.37,546.66,22.72K,-2.13%
2008-09-08,532.71,527.84,536.10,526.03,36.50K,-2.55%
2008-09-09,525.49,532.89,542.96,525.49,30.08K,-1.36%
2008-09-10,514.45,530.01,530.25,508.69,28.60K,-2.10%
2008-09-11,497.01,499.03,500.14,496.84,17.12K,-3.39%
2008-09-12,476.00,477.36,479.45,475.14,15.28K,-4.23%
2008-09-15,476.76,470.38,493.16,470.38,32.65K,0.16%
2008-09-16,455.95,466.16,466.16,455.95,17.09K,-4.36%
2008-09-17,437.24,436.24,438.79,436.24,14.45K,-4.10%
2008-09-18,419.28,417.24,419.28,416.88,12.92K,-4.11%
2008-09-19,439.06,434.14,439.15,434.14,25.53K,4.72%
2008-09-22,459.86,459.64,459.87,459.57,14.33K,4.74%
2008-09-23,465.87,455.62,474.63,452.76,39.62K,1.31%
2008-09-24,455.05,461.19,465.62,454.55,14.39K,-2.32%
2008-09-25,470.43,459.06,470.43,459.06,18.08K,3.38%
2008-09-26,483.81,490.26,490.26,475.60,22.35K,2.84%
2008-09-29,479.00,476.72,487.24,472.42,18.94K,-0.99%
2008-09-30,456.70,457.26,457.26,456.58,4.73K,-4.66%
2008-10-01,454.41,463.26,464.36,448.03,19.83K,-0.50%
2008-10-02,460.25,466.11,466.93,454.17,15.66K,1.29%
2008-10-03,452.14,449.44,456.56,449.44,12.31K,-1.76%
2008-10-06,433.71,436.70,437.37,432.12,14.84K,-4.08%
2008-10-07,414.24,413.63,415.12,413.63,10.70K,-4.49%
2008-10-08,401.33,397.20,402.37,396.88,17.18K,-3.12%
2008-10-09,397.68,389.98,410.01,389.98,21.42K,-0.91%
2008-10-10,379.06,379.10,381.90,378.66,16.48K,-4.68%
2008-10-13,371.67,377.77,381.07,371.40,13.69K,-1.95%
2008-10-14,389.33,381.94,389.33,381.94,9.13K,4.75%
2008-10-15,397.15,399.86,399.86,388.29,26.62K,2.01%
2008-10-16,384.61,380.44,388.42,380.44,18.40K,-3.16%
2008-10-17,382.51,385.77,386.06,382.03,11.69K,-0.55%
2008-10-20,370.80,377.20,377.99,370.75,12.89K,-3.06%
2008-10-21,379.94,379.53,379.94,373.56,16.99K,2.46%
2008-10-22,374.91,369.88,374.91,369.88,13.24K,-1.32%
2008-10-23,360.43,361.21,363.17,359.47,13.53K,-3.86%
2008-10-24,345.11,346.51,348.25,345.11,13.18K,-4.25%
2008-10-27,329.28,329.43,330.37,329.04,14.72K,-4.59%
2008-10-28,322.80,313.63,322.80,313.63,18.20K,-1.97%
2008-10-29,331.62,336.75,336.95,328.70,23.32K,2.73%
2008-10-30,336.57,330.29,337.14,328.20,17.56K,1.49%
2008-10-31,347.05,343.22,347.05,342.66,14.58K,3.11%
2008-11-03,348.64,347.73,351.10,343.74,17.83K,0.46%
2008-11-04,361.44,349.04,363.15,348.57,19.52K,3.67%
2008-11-05,377.83,377.79,377.83,376.99,16.30K,4.53%
2008-11-06,379.51,371.58,388.27,369.55,30.35K,0.44%
2008-11-07,365.97,366.25,371.65,364.99,17.34K,-3.57%
2008-11-10,366.00,368.38,372.27,365.73,17.06K,0.01%
2008-11-11,351.71,355.50,356.54,351.36,15.96K,-3.90%
2008-11-12,342.33,339.01,342.33,338.72,14.91K,-2.67%
2008-11-13,346.24,334.51,347.57,334.51,16.18K,1.14%
2008-11-14,352.07,357.75,357.75,351.72,14.14K,1.68%
2008-11-17,345.05,346.89,348.93,345.05,10.76K,-1.99%
2008-11-18,340.69,338.61,342.00,338.46,12.10K,-1.26%
2008-11-19,336.89,342.93,342.93,336.89,10.01K,-1.12%
2008-11-20,325.74,326.56,328.64,324.90,15.72K,-3.31%
2008-11-21,318.96,315.50,322.35,315.23,17.62K,-2.08%
2008-11-24,317.93,322.79,322.79,317.93,13.28K,-0.32%
2008-11-25,320.33,320.14,320.33,317.64,11.34K,0.75%
2008-11-26,311.74,318.19,318.20,311.74,11.98K,-2.68%
2008-11-27,303.54,308.57,309.59,303.54,13.27K,-2.63%
2008-11-28,314.74,311.36,314.74,311.36,12.99K,3.69%
2008-12-01,314.71,313.33,317.37,310.03,11.22K,-0.01%
2008-12-02,307.45,305.95,307.93,305.87,8.81K,-2.31%
2008-12-03,306.22,307.90,308.12,304.28,8.92K,-0.40%
2008-12-04,308.60,306.44,310.85,306.44,10.80K,0.78%
2008-12-05,299.68,303.83,303.91,298.80,10.28K,-2.89%
2008-12-08,288.69,291.83,292.36,287.90,14.46K,-3.67%
2008-12-09,293.30,285.56,293.30,285.53,9.37K,1.60%
2008-12-10,286.85,290.05,290.22,286.85,9.96K,-2.20%
2008-12-11,288.93,285.56,289.48,284.06,7.70K,0.73%
2008-12-12,299.54,295.51,299.54,295.25,12.39K,3.67%
2008-12-15,308.28,308.02,308.28,303.68,10.44K,2.92%
2008-12-16,296.42,305.65,305.65,296.21,12.46K,-3.85%
2008-12-17,301.02,295.04,301.77,293.09,15.40K,1.55%
2008-12-18,305.56,301.34,305.56,300.28,12.23K,1.51%
2008-12-19,307.26,305.43,309.93,305.43,15.59K,0.56%
2008-12-22,310.05,314.36,314.76,310.05,16.03K,0.91%
2008-12-23,303.93,303.79,304.67,301.74,20.28K,-1.97%
2008-12-24,304.05,298.78,304.05,298.66,12.20K,0.04%
2008-12-25,302.19,304.29,304.37,301.93,9.32K,-0.61%
2008-12-26,304.46,300.91,304.46,300.46,10.20K,0.75%
2008-12-29,308.56,306.45,308.56,306.45,8.53K,1.35%
2008-12-30,316.32,310.61,316.32,310.29,15.49K,2.51%
2008-12-31,315.62,318.82,318.82,314.37,15.72K,-0.22%
2009-01-02,313.34,312.49,313.34,312.18,5.63K,-0.72%
2009-01-05,311.91,308.77,311.91,308.25,7.92K,-0.46%
2009-01-06,314.04,312.91,315.02,312.88,12.97K,0.68%
2009-01-07,319.58,320.40,322.59,319.29,14.75K,1.76%
2009-01-08,314.15,315.92,318.79,313.04,14.94K,-1.70%
2009-01-09,313.40,313.75,313.82,312.12,8.48K,-0.24%
2009-01-12,312.18,311.24,312.65,310.33,6.52K,-0.39%
2009-01-13,307.13,308.57,309.16,306.92,8.64K,-1.62%
2009-01-14,307.98,306.14,310.33,306.14,8.68K,0.28%
2009-01-15,304.01,304.31,305.54,304.01,6.37K,-1.29%
2009-01-16,306.12,305.72,307.10,305.04,7.61K,0.69%
2009-01-19,304.98,305.89,306.38,304.53,4.75K,-0.37%
2009-01-20,302.86,303.11,303.53,302.74,5.29K,-0.70%
2009-01-21,300.04,300.92,301.97,300.02,5.23K,-0.93%
2009-01-22,301.12,300.68,302.29,300.68,4.67K,0.36%
2009-01-23,303.21,300.38,303.21,300.38,4.62K,0.69%
2009-02-02,297.52,301.12,301.30,297.52,5.36K,-1.88%
2009-02-03,288.69,291.60,292.18,288.69,8.20K,-2.97%
2009-02-04,286.11,286.83,290.99,286.11,5.68K,-0.89%
2009-02-05,277.81,284.34,284.34,277.81,7.58K,-2.90%
2009-02-06,281.63,279.74,281.63,277.06,7.48K,1.38%
2009-02-09,287.57,285.55,287.83,284.29,5.77K,2.11%
2009-02-10,282.02,282.82,283.15,281.60,6.78K,-1.93%
2009-02-11,276.22,275.06,276.71,274.83,7.74K,-2.06%
2009-02-12,276.09,275.37,277.83,275.37,8.39K,-0.05%
2009-02-13,274.51,274.21,275.29,274.21,5.62K,-0.57%
2009-02-16,272.31,274.86,274.91,272.07,5.57K,-0.80%
2009-02-17,263.07,268.76,269.30,263.07,11.43K,-3.39%
2009-02-18,255.09,255.18,256.74,254.20,11.31K,-3.03%
2009-02-19,254.85,257.31,258.21,253.37,9.55K,-0.09%
2009-02-20,252.57,252.42,252.57,250.54,8.08K,-0.89%
2009-02-23,244.02,247.04,247.64,243.81,11.35K,-3.39%
2009-02-24,235.50,236.57,236.70,234.66,11.58K,-3.49%
2009-02-25,244.33,241.90,244.46,241.45,10.04K,3.75%
2009-02-26,242.53,241.78,242.76,237.88,13.56K,-0.74%
2009-02-27,245.74,239.75,246.06,239.69,11.33K,1.32%
2009-03-02,247.66,244.23,247.74,244.23,8.97K,0.78%
2009-03-03,241.46,241.79,242.51,240.96,10.10K,-2.50%
2009-03-04,244.36,243.07,245.37,242.92,7.87K,1.20%
2009-03-05,246.68,249.69,249.69,246.68,8.67K,0.95%
2009-03-06,245.70,244.60,245.70,243.76,7.90K,-0.40%
2009-03-09,247.85,246.99,247.85,246.52,10.55K,0.88%
2009-03-10,251.88,249.71,251.88,248.00,12.79K,1.63%
2009-03-11,255.85,258.42,258.42,255.85,17.79K,1.58%
2009-03-12,251.01,251.87,254.42,249.76,19.72K,-1.89%
2009-03-13,251.44,252.55,253.23,251.44,12.87K,0.17%
2009-03-16,254.56,252.68,254.56,252.45,12.27K,1.24%
2009-03-17,263.20,257.60,263.20,257.60,22.00K,3.39%
2009-03-18,273.39,273.29,273.39,272.42,28.92K,3.87%
2009-03-19,267.04,272.92,276.81,267.04,32.73K,-2.32%
2009-03-20,266.62,264.76,269.90,264.76,16.70K,-0.16%
2009-03-23,260.16,264.86,265.11,260.16,17.35K,-2.42%
2009-03-24,270.62,271.17,271.36,269.52,24.72K,4.02%
2009-03-25,277.63,270.03,278.29,269.64,28.35K,2.59%
2009-03-26,286.25,285.25,286.25,283.27,26.99K,3.10%
2009-03-27,287.41,292.64,292.85,287.41,35.64K,0.41%
